Job runs on node:
lrdn4986
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=4
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 2.916194, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.523569, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.541034, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 2.529893, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 2.311562, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 2.148661, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 2.023287, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 1.889279, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.206016, 	Val Loss = 1.131237
Epoch 2, 	Batch:1, 	Train Loss = 1.194088, 	Val Loss = 1.131237
Epoch 2, 	Batch:2, 	Train Loss = 1.187891, 	Val Loss = 1.131237
Epoch 2, 	Batch:3, 	Train Loss = 1.224079, 	Val Loss = 1.131237
Epoch 2, 	Batch:4, 	Train Loss = 1.135314, 	Val Loss = 1.131237
Epoch 2, 	Batch:5, 	Train Loss = 1.089914, 	Val Loss = 1.131237
Epoch 2, 	Batch:6, 	Train Loss = 1.044170, 	Val Loss = 1.131237
Epoch 10, 	Batch:0, 	Train Loss = 0.463540, 	Val Loss = 0.549897
Epoch 10, 	Batch:1, 	Train Loss = 0.571908, 	Val Loss = 0.549897
Epoch 10, 	Batch:2, 	Train Loss = 0.606056, 	Val Loss = 0.549897
Epoch 10, 	Batch:3, 	Train Loss = 0.591623, 	Val Loss = 0.549897
Epoch 10, 	Batch:4, 	Train Loss = 0.553303, 	Val Loss = 0.549897
Epoch 10, 	Batch:5, 	Train Loss = 0.557889, 	Val Loss = 0.549897
Epoch 10, 	Batch:6, 	Train Loss = 0.528077, 	Val Loss = 0.549897
Epoch 10, 	Batch:7, 	Train Loss = 0.511208, 	Val Loss = 0.549897
Epoch 11, 	Batch:0, 	Train Loss = 0.441737, 	Val Loss = 0.397626
Epoch 11, 	Batch:1, 	Train Loss = 0.536114, 	Val Loss = 0.397626
Epoch 11, 	Batch:2, 	Train Loss = 0.581890, 	Val Loss = 0.397626
Epoch 11, 	Batch:3, 	Train Loss = 0.586300, 	Val Loss = 0.397626
Epoch 11, 	Batch:4, 	Train Loss = 0.568429, 	Val Loss = 0.397626
Epoch 11, 	Batch:5, 	Train Loss = 0.561160, 	Val Loss = 0.397626
Epoch 11, 	Batch:6, 	Train Loss = 0.538486, 	Val Loss = 0.397626
Epoch 11, 	Batch:7, 	Train Loss = 0.518457, 	Val Loss = 0.397626
Epoch 12, 	Batch:0, 	Train Loss = 0.448119, 	Val Loss = 0.471472
Epoch 12, 	Batch:1, 	Train Loss = 0.580824, 	Val Loss = 0.471472
Epoch 12, 	Batch:2, 	Train Loss = 0.677243, 	Val Loss = 0.471472
Epoch 12, 	Batch:3, 	Train Loss = 0.659243, 	Val Loss = 0.471472
Epoch 12, 	Batch:4, 	Train Loss = 0.629884, 	Val Loss = 0.471472
Epoch 12, 	Batch:5, 	Train Loss = 0.629634, 	Val Loss = 0.471472
Epoch 12, 	Batch:6, 	Train Loss = 0.598470, 	Val Loss = 0.471472
Epoch 12, 	Batch:7, 	Train Loss = 0.572442, 	Val Loss = 0.471472
Epoch 13, 	Batch:0, 	Train Loss = 0.480488, 	Val Loss = 0.470206
Epoch 13, 	Batch:1, 	Train Loss = 0.619425, 	Val Loss = 0.470206
Epoch 13, 	Batch:2, 	Train Loss = 0.640439, 	Val Loss = 0.470206
Epoch 13, 	Batch:3, 	Train Loss = 0.658819, 	Val Loss = 0.470206
Epoch 13, 	Batch:4, 	Train Loss = 0.619105, 	Val Loss = 0.470206
Epoch 13, 	Batch:5, 	Train Loss = 0.603556, 	Val Loss = 0.470206
Epoch 13, 	Batch:6, 	Train Loss = 0.588089, 	Val Loss = 0.470206
Epoch 13, 	Batch:7, 	Train Loss = 0.569041, 	Val Loss = 0.470206
Epoch 14, 	Batch:0, 	Train Loss = 0.410553, 	Val Loss = 0.406182
Epoch 14, 	Batch:1, 	Train Loss = 0.511432, 	Val Loss = 0.406182
Epoch 14, 	Batch:2, 	Train Loss = 0.598578, 	Val Loss = 0.406182
Epoch 14, 	Batch:3, 	Train Loss = 0.617896, 	Val Loss = 0.406182
Epoch 14, 	Batch:4, 	Train Loss = 0.570699, 	Val Loss = 0.406182
Epoch 14, 	Batch:5, 	Train Loss = 0.560319, 	Val Loss = 0.406182
Epoch 14, 	Batch:6, 	Train Loss = 0.545350, 	Val Loss = 0.406182
Epoch 14, 	Batch:7, 	Train Loss = 0.530761, 	Val Loss = 0.406182
Epoch 15, 	Batch:0, 	Train Loss = 0.427718, 	Val Loss = 0.449016
Epoch 15, 	Batch:1, 	Train Loss = 0.500486, 	Val Loss = 0.449016
Epoch 15, 	Batch:2, 	Train Loss = 0.592938, 	Val Loss = 0.449016
Epoch 15, 	Batch:3, 	Train Loss = 0.608770, 	Val Loss = 0.449016
Epoch 15, 	Batch:4, 	Train Loss = 0.574740, 	Val Loss = 0.449016
Epoch 15, 	Batch:5, 	Train Loss = 0.555391, 	Val Loss = 0.449016
Epoch 15, 	Batch:6, 	Train Loss = 0.527009, 	Val Loss = 0.449016
Epoch 15, 	Batch:7, 	Train Loss = 0.508215, 	Val Loss = 0.449016
Epoch 16, 	Batch:0, 	Train Loss = 0.373646, 	Val Loss = 0.408405
Epoch 16, 	Batch:1, 	Train Loss = 0.472783, 	Val Loss = 0.408405
Epoch 16, 	Batch:2, 	Train Loss = 0.515005, 	Val Loss = 0.408405
Epoch 16, 	Batch:3, 	Train Loss = 0.521030, 	Val Loss = 0.408405
Epoch 16, 	Batch:4, 	Train Loss = 0.502218, 	Val Loss = 0.408405
Epoch 16, 	Batch:5, 	Train Loss = 0.488325, 	Val Loss = 0.408405
Epoch 16, 	Batch:6, 	Train Loss = 0.473508, 	Val Loss = 0.408405
Epoch 16, 	Batch:7, 	Train Loss = 0.464145, 	Val Loss = 0.408405
Epoch 17, 	Batch:0, 	Train Loss = 0.371338, 	Val Loss = 0.414999
Epoch 17, 	Batch:1, 	Train Loss = 0.476728, 	Val Loss = 0.414999
Epoch 17, 	Batch:2, 	Train Loss = 0.536618, 	Val Loss = 0.414999
Epoch 17, 	Batch:3, 	Train Loss = 0.531667, 	Val Loss = 0.414999
Epoch 17, 	Batch:4, 	Train Loss = 0.495125, 	Val Loss = 0.414999
Epoch 17, 	Batch:5, 	Train Loss = 0.504371, 	Val Loss = 0.414999
Epoch 17, 	Batch:6, 	Train Loss = 0.484196, 	Val Loss = 0.414999
Epoch 17, 	Batch:7, 	Train Loss = 0.479380, 	Val Loss = 0.414999
Epoch 18, 	Batch:0, 	Train Loss = 0.383739, 	Val Loss = 0.382805
Epoch 18, 	Batch:1, 	Train Loss = 0.459124, 	Val Loss = 0.382805
Epoch 18, 	Batch:2, 	Train Loss = 0.574062, 	Val Loss = 0.382805
Epoch 18, 	Batch:3, 	Train Loss = 0.589088, 	Val Loss = 0.382805
Epoch 18, 	Batch:4, 	Train Loss = 0.563238, 	Val Loss = 0.382805
Epoch 18, 	Batch:5, 	Train Loss = 0.550822, 	Val Loss = 0.382805
Epoch 18, 	Batch:6, 	Train Loss = 0.530553, 	Val Loss = 0.382805
Epoch 18, 	Batch:7, 	Train Loss = 0.520031, 	Val Loss = 0.382805
Epoch 19, 	Batch:0, 	Train Loss = 0.398917, 	Val Loss = 0.434980
Epoch 19, 	Batch:1, 	Train Loss = 0.460282, 	Val Loss = 0.434980
Epoch 19, 	Batch:2, 	Train Loss = 0.553237, 	Val Loss = 0.434980
Epoch 19, 	Batch:3, 	Train Loss = 0.566079, 	Val Loss = 0.434980
Epoch 19, 	Batch:4, 	Train Loss = 0.532058, 	Val Loss = 0.434980
Epoch 19, 	Batch:5, 	Train Loss = 0.524512, 	Val Loss = 0.434980
Epoch 19, 	Batch:6, 	Train Loss = 0.512942, 	Val Loss = 0.434980
Epoch 19, 	Batch:7, 	Train Loss = 0.501224, 	Val Loss = 0.434980
Epoch 20, 	Batch:0, 	Train Loss = 0.400791, 	Val Loss = 0.364083
Epoch 20, 	Batch:1, 	Train Loss = 0.508993, 	Val Loss = 0.364083
Epoch 20, 	Batch:2, 	Train Loss = 0.587049, 	Val Loss = 0.364083
Epoch 20, 	Batch:3, 	Train Loss = 0.591456, 	Val Loss = 0.364083
Epoch 20, 	Batch:4, 	Train Loss = 0.537882, 	Val Loss = 0.364083
Epoch 20, 	Batch:5, 	Train Loss = 0.522981, 	Val Loss = 0.364083
Epoch 20, 	Batch:6, 	Train Loss = 0.488289, 	Val Loss = 0.364083
Epoch 20, 	Batch:7, 	Train Loss = 0.482850, 	Val Loss = 0.364083
Epoch 21, 	Batch:0, 	Train Loss = 0.406739, 	Val Loss = 0.384469
Epoch 21, 	Batch:1, 	Train Loss = 0.479699, 	Val Loss = 0.384469
Epoch 21, 	Batch:2, 	Train Loss = 0.546718, 	Val Loss = 0.384469
Epoch 21, 	Batch:3, 	Train Loss = 0.563077, 	Val Loss = 0.384469
Epoch 21, 	Batch:4, 	Train Loss = 0.525344, 	Val Loss = 0.384469
Epoch 21, 	Batch:5, 	Train Loss = 0.515776, 	Val Loss = 0.384469
Epoch 21, 	Batch:6, 	Train Loss = 0.488628, 	Val Loss = 0.384469
Epoch 21, 	Batch:7, 	Train Loss = 0.467657, 	Val Loss = 0.384469
Epoch 22, 	Batch:0, 	Train Loss = 0.395204, 	Val Loss = 0.387460
Epoch 22, 	Batch:1, 	Train Loss = 0.441491, 	Val Loss = 0.387460
Epoch 22, 	Batch:2, 	Train Loss = 0.497236, 	Val Loss = 0.387460
Epoch 22, 	Batch:3, 	Train Loss = 0.514900, 	Val Loss = 0.387460
Epoch 22, 	Batch:4, 	Train Loss = 0.472390, 	Val Loss = 0.387460
Epoch 22, 	Batch:5, 	Train Loss = 0.466026, 	Val Loss = 0.387460
Epoch 22, 	Batch:6, 	Train Loss = 0.458143, 	Val Loss = 0.387460
Epoch 22, 	Batch:7, 	Train Loss = 0.448946, 	Val Loss = 0.387460
Epoch 23, 	Batch:0, 	Train Loss = 0.458086, 	Val Loss = 0.385988
Epoch 23, 	Batch:1, 	Train Loss = 0.496704, 	Val Loss = 0.385988
Epoch 23, 	Batch:2, 	Train Loss = 0.561026, 	Val Loss = 0.385988
Epoch 23, 	Batch:3, 	Train Loss = 0.551767, 	Val Loss = 0.385988
Epoch 23, 	Batch:4, 	Train Loss = 0.512166, 	Val Loss = 0.385988
Epoch 23, 	Batch:5, 	Train Loss = 0.500469, 	Val Loss = 0.385988
Epoch 23, 	Batch:6, 	Train Loss = 0.468868, 	Val Loss = 0.385988
Epoch 23, 	Batch:7, 	Train Loss = 0.457745, 	Val Loss = 0.385988
Epoch 24, 	Batch:0, 	Train Loss = 0.470200, 	Val Loss = 0.410669
Epoch 24, 	Batch:1, 	Train Loss = 0.487244, 	Val Loss = 0.410669
Epoch 24, 	Batch:2, 	Train Loss = 0.521980, 	Val Loss = 0.410669
Epoch 24, 	Batch:3, 	Train Loss = 0.511206, 	Val Loss = 0.410669
Epoch 24, 	Batch:4, 	Train Loss = 0.475226, 	Val Loss = 0.410669
Epoch 24, 	Batch:5, 	Train Loss = 0.462379, 	Val Loss = 0.410669
Epoch 24, 	Batch:6, 	Train Loss = 0.441973, 	Val Loss = 0.410669
Epoch 24, 	Batch:7, 	Train Loss = 0.438627, 	Val Loss = 0.410669
Epoch 25, 	Batch:0, 	Train Loss = 0.392158, 	Val Loss = 0.392399
Epoch 25, 	Batch:1, 	Train Loss = 0.461577, 	Val Loss = 0.392399
Epoch 25, 	Batch:2, 	Train Loss = 0.510345, 	Val Loss = 0.392399
Epoch 25, 	Batch:3, 	Train Loss = 0.515424, 	Val Loss = 0.392399
Epoch 25, 	Batch:4, 	Train Loss = 0.491075, 	Val Loss = 0.392399
Epoch 25, 	Batch:5, 	Train Loss = 0.489674, 	Val Loss = 0.392399
Epoch 25, 	Batch:6, 	Train Loss = 0.464818, 	Val Loss = 0.392399
Epoch 25, 	Batch:7, 	Train Loss = 0.443690, 	Val Loss = 0.392399
Epoch 26, 	Batch:0, 	Train Loss = 0.377907, 	Val Loss = 0.409948
Epoch 26, 	Batch:1, 	Train Loss = 0.478360, 	Val Loss = 0.409948
Epoch 26, 	Batch:2, 	Train Loss = 0.563820, 	Val Loss = 0.409948
Epoch 26, 	Batch:3, 	Train Loss = 0.575917, 	Val Loss = 0.409948
Epoch 26, 	Batch:4, 	Train Loss = 0.537633, 	Val Loss = 0.409948
Epoch 26, 	Batch:5, 	Train Loss = 0.534874, 	Val Loss = 0.409948
Epoch 26, 	Batch:6, 	Train Loss = 0.514993, 	Val Loss = 0.409948
Epoch 26, 	Batch:7, 	Train Loss = 0.519404, 	Val Loss = 0.409948
Epoch 27, 	Batch:0, 	Train Loss = 0.470857, 	Val Loss = 0.516330
Epoch 27, 	Batch:1, 	Train Loss = 0.527188, 	Val Loss = 0.516330
Epoch 27, 	Batch:2, 	Train Loss = 0.634326, 	Val Loss = 0.516330
Epoch 27, 	Batch:3, 	Train Loss = 0.643560, 	Val Loss = 0.516330
Epoch 27, 	Batch:4, 	Train Loss = 0.590953, 	Val Loss = 0.516330
Epoch 27, 	Batch:5, 	Train Loss = 0.567541, 	Val Loss = 0.516330
Epoch 27, 	Batch:6, 	Train Loss = 0.534229, 	Val Loss = 0.516330
Epoch 27, 	Batch:7, 	Train Loss = 0.512736, 	Val Loss = 0.516330
Epoch 28, 	Batch:0, 	Train Loss = 0.448452, 	Val Loss = 0.457810
Epoch 28, 	Batch:1, 	Train Loss = 0.472891, 	Val Loss = 0.457810
Epoch 28, 	Batch:2, 	Train Loss = 0.524487, 	Val Loss = 0.457810
Epoch 28, 	Batch:3, 	Train Loss = 0.521310, 	Val Loss = 0.457810
Epoch 28, 	Batch:4, 	Train Loss = 0.479269, 	Val Loss = 0.457810
Epoch 28, 	Batch:5, 	Train Loss = 0.483612, 	Val Loss = 0.457810
Epoch 28, 	Batch:6, 	Train Loss = 0.466466, 	Val Loss = 0.457810
Epoch 28, 	Batch:7, 	Train Loss = 0.451994, 	Val Loss = 0.457810
Epoch 29, 	Batch:0, 	Train Loss = 0.407839, 	Val Loss = 0.391442
Epoch 29, 	Batch:1, 	Train Loss = 0.477253, 	Val Loss = 0.391442
Epoch 29, 	Batch:2, 	Train Loss = 0.515514, 	Val Loss = 0.391442
Epoch 29, 	Batch:3, 	Train Loss = 0.504067, 	Val Loss = 0.391442
Epoch 29, 	Batch:4, 	Train Loss = 0.491208, 	Val Loss = 0.391442
Epoch 29, 	Batch:5, 	Train Loss = 0.478862, 	Val Loss = 0.391442
Epoch 29, 	Batch:6, 	Train Loss = 0.453728, 	Val Loss = 0.391442
Epoch 29, 	Batch:7, 	Train Loss = 0.443549, 	Val Loss = 0.391442
Epoch 30, 	Batch:0, 	Train Loss = 0.323571, 	Val Loss = 0.305075
Epoch 30, 	Batch:1, 	Train Loss = 0.462028, 	Val Loss = 0.305075
Epoch 30, 	Batch:2, 	Train Loss = 0.540991, 	Val Loss = 0.305075
Epoch 30, 	Batch:3, 	Train Loss = 0.527120, 	Val Loss = 0.305075
Epoch 30, 	Batch:4, 	Train Loss = 0.482659, 	Val Loss = 0.305075
Epoch 30, 	Batch:5, 	Train Loss = 0.471579, 	Val Loss = 0.305075
Epoch 30, 	Batch:6, 	Train Loss = 0.450992, 	Val Loss = 0.305075
Epoch 30, 	Batch:7, 	Train Loss = 0.441097, 	Val Loss = 0.305075
Epoch 31, 	Batch:0, 	Train Loss = 0.409167, 	Val Loss = 0.409982
Epoch 31, 	Batch:1, 	Train Loss = 0.453584, 	Val Loss = 0.409982
Epoch 31, 	Batch:2, 	Train Loss = 0.548194, 	Val Loss = 0.409982
Epoch 31, 	Batch:3, 	Train Loss = 0.558975, 	Val Loss = 0.409982
Epoch 31, 	Batch:4, 	Train Loss = 0.536874, 	Val Loss = 0.409982
Epoch 31, 	Batch:5, 	Train Loss = 0.540422, 	Val Loss = 0.409982
Epoch 31, 	Batch:6, 	Train Loss = 0.517576, 	Val Loss = 0.409982
Epoch 31, 	Batch:7, 	Train Loss = 0.509112, 	Val Loss = 0.409982
Epoch 32, 	Batch:0, 	Train Loss = 0.494784, 	Val Loss = 0.430651
Epoch 32, 	Batch:1, 	Train Loss = 0.655639, 	Val Loss = 0.430651
Epoch 32, 	Batch:2, 	Train Loss = 0.713178, 	Val Loss = 0.430651
Epoch 32, 	Batch:3, 	Train Loss = 0.674751, 	Val Loss = 0.430651
Epoch 32, 	Batch:4, 	Train Loss = 0.617908, 	Val Loss = 0.430651
Epoch 32, 	Batch:5, 	Train Loss = 0.592057, 	Val Loss = 0.430651
Epoch 32, 	Batch:6, 	Train Loss = 0.562304, 	Val Loss = 0.430651
Epoch 32, 	Batch:7, 	Train Loss = 0.540577, 	Val Loss = 0.430651
Epoch 33, 	Batch:0, 	Train Loss = 0.583166, 	Val Loss = 0.538068
Epoch 33, 	Batch:1, 	Train Loss = 0.576171, 	Val Loss = 0.538068
Epoch 33, 	Batch:2, 	Train Loss = 0.592875, 	Val Loss = 0.538068
Epoch 33, 	Batch:3, 	Train Loss = 0.575021, 	Val Loss = 0.538068
Epoch 33, 	Batch:4, 	Train Loss = 0.555364, 	Val Loss = 0.538068
Epoch 33, 	Batch:5, 	Train Loss = 0.544709, 	Val Loss = 0.538068
Epoch 33, 	Batch:6, 	Train Loss = 0.525188, 	Val Loss = 0.538068
Epoch 33, 	Batch:7, 	Train Loss = 0.509743, 	Val Loss = 0.538068
Epoch 34, 	Batch:0, 	Train Loss = 0.524119, 	Val Loss = 0.487123
Epoch 34, 	Batch:1, 	Train Loss = 0.564664, 	Val Loss = 0.487123
Epoch 34, 	Batch:2, 	Train Loss = 0.599054, 	Val Loss = 0.487123
Epoch 34, 	Batch:3, 	Train Loss = 0.586734, 	Val Loss = 0.487123
Epoch 34, 	Batch:4, 	Train Loss = 0.571164, 	Val Loss = 0.487123
Epoch 34, 	Batch:5, 	Train Loss = 0.552855, 	Val Loss = 0.487123
Epoch 34, 	Batch:6, 	Train Loss = 0.526123, 	Val Loss = 0.487123
Epoch 34, 	Batch:7, 	Train Loss = 0.510298, 	Val Loss = 0.487123
Epoch 35, 	Batch:0, 	Train Loss = 0.541857, 	Val Loss = 0.499327
Epoch 35, 	Batch:1, 	Train Loss = 0.557404, 	Val Loss = 0.499327
Epoch 35, 	Batch:2, 	Train Loss = 0.590684, 	Val Loss = 0.499327
Epoch 35, 	Batch:3, 	Train Loss = 0.599171, 	Val Loss = 0.499327
Epoch 35, 	Batch:4, 	Train Loss = 0.550280, 	Val Loss = 0.499327
Epoch 35, 	Batch:5, 	Train Loss = 0.537487, 	Val Loss = 0.499327
Epoch 35, 	Batch:6, 	Train Loss = 0.514318, 	Val Loss = 0.499327
Epoch 35, 	Batch:7, 	Train Loss = 0.492283, 	Val Loss = 0.499327
Epoch 36, 	Batch:0, 	Train Loss = 0.418442, 	Val Loss = 0.434596
Epoch 36, 	Batch:1, 	Train Loss = 0.522689, 	Val Loss = 0.434596
Epoch 36, 	Batch:2, 	Train Loss = 0.574833, 	Val Loss = 0.434596
Epoch 36, 	Batch:3, 	Train Loss = 0.563504, 	Val Loss = 0.434596
Epoch 36, 	Batch:4, 	Train Loss = 0.525012, 	Val Loss = 0.434596
Epoch 36, 	Batch:5, 	Train Loss = 0.507724, 	Val Loss = 0.434596
Epoch 36, 	Batch:6, 	Train Loss = 0.494933, 	Val Loss = 0.434596
Epoch 36, 	Batch:7, 	Train Loss = 0.483311, 	Val Loss = 0.434596
Epoch 37, 	Batch:0, 	Train Loss = 0.464215, 	Val Loss = 0.419282
Epoch 37, 	Batch:1, 	Train Loss = 0.498467, 	Val Loss = 0.419282
Epoch 37, 	Batch:2, 	Train Loss = 0.548520, 	Val Loss = 0.419282
Epoch 37, 	Batch:3, 	Train Loss = 0.553733, 	Val Loss = 0.419282
Epoch 37, 	Batch:4, 	Train Loss = 0.525670, 	Val Loss = 0.419282
Epoch 37, 	Batch:5, 	Train Loss = 0.517204, 	Val Loss = 0.419282
Epoch 37, 	Batch:6, 	Train Loss = 0.490972, 	Val Loss = 0.419282
Epoch 37, 	Batch:7, 	Train Loss = 0.485495, 	Val Loss = 0.419282
Epoch 38, 	Batch:0, 	Train Loss = 0.504553, 	Val Loss = 0.421027
Epoch 38, 	Batch:1, 	Train Loss = 0.556832, 	Val Loss = 0.421027
Epoch 38, 	Batch:2, 	Train Loss = 0.585910, 	Val Loss = 0.421027
Epoch 38, 	Batch:3, 	Train Loss = 0.564658, 	Val Loss = 0.421027
Epoch 38, 	Batch:4, 	Train Loss = 0.537836, 	Val Loss = 0.421027
Epoch 38, 	Batch:5, 	Train Loss = 0.526631, 	Val Loss = 0.421027
Epoch 38, 	Batch:6, 	Train Loss = 0.496295, 	Val Loss = 0.421027
