Job runs on node:
lrdn4990
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=2
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.790694, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.681818, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.619830, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.537948, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.486354, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.453137, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.424241, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.391104, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.381982, 	Val Loss = 0.220953
Epoch 2, 	Batch:1, 	Train Loss = 0.298574, 	Val Loss = 0.220953
Epoch 2, 	Batch:2, 	Train Loss = 0.297317, 	Val Loss = 0.220953
Epoch 2, 	Batch:3, 	Train Loss = 0.256134, 	Val Loss = 0.220953
Epoch 2, 	Batch:4, 	Train Loss = 0.238497, 	Val Loss = 0.220953
Epoch 2, 	Batch:5, 	Train Loss = 0.237058, 	Val Loss = 0.220953
Epoch 2, 	Batch:6, 	Train Loss = 0.229202, 	Val Loss = 0.220953
Epoch 2, 	Batch:7, 	Train Loss = 0.215545, 	Val Loss = 0.220953
Epoch 3, 	Batch:0, 	Train Loss = 0.304010, 	Val Loss = 0.167733
Epoch 3, 	Batch:1, 	Train Loss = 0.222846, 	Val Loss = 0.167733
Epoch 3, 	Batch:2, 	Train Loss = 0.210868, 	Val Loss = 0.167733
Epoch 3, 	Batch:3, 	Train Loss = 0.178139, 	Val Loss = 0.167733
Epoch 3, 	Batch:4, 	Train Loss = 0.164669, 	Val Loss = 0.167733
Epoch 3, 	Batch:5, 	Train Loss = 0.159815, 	Val Loss = 0.167733
Epoch 3, 	Batch:6, 	Train Loss = 0.152649, 	Val Loss = 0.167733
Epoch 3, 	Batch:7, 	Train Loss = 0.141646, 	Val Loss = 0.167733
Epoch 4, 	Batch:0, 	Train Loss = 0.182466, 	Val Loss = 0.099494
Epoch 4, 	Batch:1, 	Train Loss = 0.138453, 	Val Loss = 0.099494
Epoch 4, 	Batch:2, 	Train Loss = 0.130483, 	Val Loss = 0.099494
Epoch 4, 	Batch:3, 	Train Loss = 0.111855, 	Val Loss = 0.099494
Epoch 4, 	Batch:4, 	Train Loss = 0.106300, 	Val Loss = 0.099494
Epoch 4, 	Batch:5, 	Train Loss = 0.107071, 	Val Loss = 0.099494
Epoch 4, 	Batch:6, 	Train Loss = 0.104594, 	Val Loss = 0.099494
Epoch 4, 	Batch:7, 	Train Loss = 0.097198, 	Val Loss = 0.099494
Epoch 5, 	Batch:0, 	Train Loss = 0.146661, 	Val Loss = 0.086683
Epoch 5, 	Batch:1, 	Train Loss = 0.116394, 	Val Loss = 0.086683
Epoch 5, 	Batch:2, 	Train Loss = 0.110994, 	Val Loss = 0.086683
Epoch 5, 	Batch:3, 	Train Loss = 0.095732, 	Val Loss = 0.086683
Epoch 5, 	Batch:4, 	Train Loss = 0.092137, 	Val Loss = 0.086683
Epoch 5, 	Batch:5, 	Train Loss = 0.093107, 	Val Loss = 0.086683
Epoch 5, 	Batch:6, 	Train Loss = 0.091331, 	Val Loss = 0.086683
Epoch 5, 	Batch:7, 	Train Loss = 0.085174, 	Val Loss = 0.086683
Epoch 6, 	Batch:0, 	Train Loss = 0.114589, 	Val Loss = 0.074086
Epoch 6, 	Batch:1, 	Train Loss = 0.093541, 	Val Loss = 0.074086
Epoch 6, 	Batch:2, 	Train Loss = 0.088386, 	Val Loss = 0.074086
Epoch 6, 	Batch:3, 	Train Loss = 0.076166, 	Val Loss = 0.074086
Epoch 6, 	Batch:4, 	Train Loss = 0.073000, 	Val Loss = 0.074086
Epoch 6, 	Batch:5, 	Train Loss = 0.073492, 	Val Loss = 0.074086
Epoch 6, 	Batch:6, 	Train Loss = 0.071895, 	Val Loss = 0.074086
Epoch 6, 	Batch:7, 	Train Loss = 0.067260, 	Val Loss = 0.074086
Epoch 7, 	Batch:0, 	Train Loss = 0.094627, 	Val Loss = 0.060345
Epoch 7, 	Batch:1, 	Train Loss = 0.077911, 	Val Loss = 0.060345
Epoch 7, 	Batch:2, 	Train Loss = 0.072855, 	Val Loss = 0.060345
Epoch 7, 	Batch:3, 	Train Loss = 0.062882, 	Val Loss = 0.060345
Epoch 7, 	Batch:4, 	Train Loss = 0.060311, 	Val Loss = 0.060345
Epoch 7, 	Batch:5, 	Train Loss = 0.061503, 	Val Loss = 0.060345
Epoch 7, 	Batch:6, 	Train Loss = 0.060479, 	Val Loss = 0.060345
Epoch 7, 	Batch:7, 	Train Loss = 0.056509, 	Val Loss = 0.060345
Epoch 8, 	Batch:0, 	Train Loss = 0.084640, 	Val Loss = 0.052015
Epoch 8, 	Batch:1, 	Train Loss = 0.070709, 	Val Loss = 0.052015
Epoch 8, 	Batch:2, 	Train Loss = 0.065354, 	Val Loss = 0.052015
Epoch 8, 	Batch:3, 	Train Loss = 0.057262, 	Val Loss = 0.052015
Epoch 8, 	Batch:4, 	Train Loss = 0.054491, 	Val Loss = 0.052015
Epoch 8, 	Batch:5, 	Train Loss = 0.056121, 	Val Loss = 0.052015
Epoch 8, 	Batch:6, 	Train Loss = 0.055370, 	Val Loss = 0.052015
Epoch 8, 	Batch:7, 	Train Loss = 0.051760, 	Val Loss = 0.052015
Epoch 9, 	Batch:0, 	Train Loss = 0.079013, 	Val Loss = 0.047011
Epoch 9, 	Batch:1, 	Train Loss = 0.066749, 	Val Loss = 0.047011
Epoch 9, 	Batch:2, 	Train Loss = 0.061680, 	Val Loss = 0.047011
Epoch 9, 	Batch:3, 	Train Loss = 0.055728, 	Val Loss = 0.047011
Epoch 9, 	Batch:4, 	Train Loss = 0.053135, 	Val Loss = 0.047011
Epoch 9, 	Batch:5, 	Train Loss = 0.054653, 	Val Loss = 0.047011
Epoch 9, 	Batch:6, 	Train Loss = 0.054132, 	Val Loss = 0.047011
Epoch 9, 	Batch:7, 	Train Loss = 0.050722, 	Val Loss = 0.047011
Epoch 10, 	Batch:0, 	Train Loss = 0.079286, 	Val Loss = 0.045330
Epoch 10, 	Batch:1, 	Train Loss = 0.065777, 	Val Loss = 0.045330
Epoch 10, 	Batch:2, 	Train Loss = 0.059878, 	Val Loss = 0.045330
Epoch 10, 	Batch:3, 	Train Loss = 0.055847, 	Val Loss = 0.045330
Epoch 10, 	Batch:4, 	Train Loss = 0.053428, 	Val Loss = 0.045330
Epoch 10, 	Batch:5, 	Train Loss = 0.054136, 	Val Loss = 0.045330
Epoch 10, 	Batch:6, 	Train Loss = 0.053297, 	Val Loss = 0.045330
Epoch 10, 	Batch:7, 	Train Loss = 0.050167, 	Val Loss = 0.045330
Epoch 11, 	Batch:0, 	Train Loss = 0.081067, 	Val Loss = 0.045722
Epoch 11, 	Batch:1, 	Train Loss = 0.063547, 	Val Loss = 0.045722
Epoch 11, 	Batch:2, 	Train Loss = 0.057260, 	Val Loss = 0.045722
Epoch 11, 	Batch:3, 	Train Loss = 0.053352, 	Val Loss = 0.045722
Epoch 11, 	Batch:4, 	Train Loss = 0.051817, 	Val Loss = 0.045722
Epoch 11, 	Batch:5, 	Train Loss = 0.051496, 	Val Loss = 0.045722
Epoch 11, 	Batch:6, 	Train Loss = 0.050117, 	Val Loss = 0.045722
Epoch 11, 	Batch:7, 	Train Loss = 0.047030, 	Val Loss = 0.045722
Epoch 12, 	Batch:0, 	Train Loss = 0.074282, 	Val Loss = 0.042380
Epoch 12, 	Batch:1, 	Train Loss = 0.056912, 	Val Loss = 0.042380
Epoch 12, 	Batch:2, 	Train Loss = 0.052168, 	Val Loss = 0.042380
Epoch 12, 	Batch:3, 	Train Loss = 0.046521, 	Val Loss = 0.042380
Epoch 12, 	Batch:4, 	Train Loss = 0.045100, 	Val Loss = 0.042380
Epoch 12, 	Batch:5, 	Train Loss = 0.044481, 	Val Loss = 0.042380
Epoch 12, 	Batch:6, 	Train Loss = 0.043401, 	Val Loss = 0.042380
Epoch 12, 	Batch:7, 	Train Loss = 0.040904, 	Val Loss = 0.042380
Epoch 13, 	Batch:0, 	Train Loss = 0.063476, 	Val Loss = 0.035758
Epoch 13, 	Batch:1, 	Train Loss = 0.048038, 	Val Loss = 0.035758
Epoch 13, 	Batch:2, 	Train Loss = 0.045997, 	Val Loss = 0.035758
Epoch 13, 	Batch:3, 	Train Loss = 0.040736, 	Val Loss = 0.035758
Epoch 13, 	Batch:4, 	Train Loss = 0.039444, 	Val Loss = 0.035758
Epoch 13, 	Batch:5, 	Train Loss = 0.039087, 	Val Loss = 0.035758
Epoch 13, 	Batch:6, 	Train Loss = 0.038678, 	Val Loss = 0.035758
Epoch 13, 	Batch:7, 	Train Loss = 0.036897, 	Val Loss = 0.035758
Epoch 14, 	Batch:0, 	Train Loss = 0.058371, 	Val Loss = 0.033777
Epoch 14, 	Batch:1, 	Train Loss = 0.044831, 	Val Loss = 0.033777
Epoch 14, 	Batch:2, 	Train Loss = 0.043454, 	Val Loss = 0.033777
Epoch 14, 	Batch:3, 	Train Loss = 0.038774, 	Val Loss = 0.033777
Epoch 14, 	Batch:4, 	Train Loss = 0.037692, 	Val Loss = 0.033777
Epoch 14, 	Batch:5, 	Train Loss = 0.037670, 	Val Loss = 0.033777
Epoch 14, 	Batch:6, 	Train Loss = 0.037287, 	Val Loss = 0.033777
Epoch 14, 	Batch:7, 	Train Loss = 0.035387, 	Val Loss = 0.033777
Epoch 15, 	Batch:0, 	Train Loss = 0.058461, 	Val Loss = 0.033323
Epoch 15, 	Batch:1, 	Train Loss = 0.045245, 	Val Loss = 0.033323
Epoch 15, 	Batch:2, 	Train Loss = 0.043213, 	Val Loss = 0.033323
Epoch 15, 	Batch:3, 	Train Loss = 0.038722, 	Val Loss = 0.033323
Epoch 15, 	Batch:4, 	Train Loss = 0.037798, 	Val Loss = 0.033323
Epoch 15, 	Batch:5, 	Train Loss = 0.037857, 	Val Loss = 0.033323
Epoch 15, 	Batch:6, 	Train Loss = 0.037405, 	Val Loss = 0.033323
Epoch 15, 	Batch:7, 	Train Loss = 0.035357, 	Val Loss = 0.033323
Epoch 16, 	Batch:0, 	Train Loss = 0.060244, 	Val Loss = 0.033868
Epoch 16, 	Batch:1, 	Train Loss = 0.046310, 	Val Loss = 0.033868
Epoch 16, 	Batch:2, 	Train Loss = 0.043945, 	Val Loss = 0.033868
Epoch 16, 	Batch:3, 	Train Loss = 0.039083, 	Val Loss = 0.033868
Epoch 16, 	Batch:4, 	Train Loss = 0.038205, 	Val Loss = 0.033868
Epoch 16, 	Batch:5, 	Train Loss = 0.038118, 	Val Loss = 0.033868
Epoch 16, 	Batch:6, 	Train Loss = 0.037573, 	Val Loss = 0.033868
Epoch 16, 	Batch:7, 	Train Loss = 0.035478, 	Val Loss = 0.033868
Epoch 17, 	Batch:0, 	Train Loss = 0.059764, 	Val Loss = 0.033692
Epoch 17, 	Batch:1, 	Train Loss = 0.045799, 	Val Loss = 0.033692
Epoch 17, 	Batch:2, 	Train Loss = 0.043569, 	Val Loss = 0.033692
Epoch 17, 	Batch:3, 	Train Loss = 0.038495, 	Val Loss = 0.033692
Epoch 17, 	Batch:4, 	Train Loss = 0.037669, 	Val Loss = 0.033692
Epoch 17, 	Batch:5, 	Train Loss = 0.037590, 	Val Loss = 0.033692
Epoch 17, 	Batch:6, 	Train Loss = 0.037080, 	Val Loss = 0.033692
Epoch 17, 	Batch:7, 	Train Loss = 0.035056, 	Val Loss = 0.033692
Epoch 18, 	Batch:0, 	Train Loss = 0.058704, 	Val Loss = 0.033414
Epoch 18, 	Batch:1, 	Train Loss = 0.045040, 	Val Loss = 0.033414
Epoch 18, 	Batch:2, 	Train Loss = 0.042900, 	Val Loss = 0.033414
Epoch 18, 	Batch:3, 	Train Loss = 0.037862, 	Val Loss = 0.033414
Epoch 18, 	Batch:4, 	Train Loss = 0.037109, 	Val Loss = 0.033414
Epoch 18, 	Batch:5, 	Train Loss = 0.037088, 	Val Loss = 0.033414
Epoch 18, 	Batch:6, 	Train Loss = 0.036592, 	Val Loss = 0.033414
Epoch 18, 	Batch:7, 	Train Loss = 0.034649, 	Val Loss = 0.033414
Epoch 19, 	Batch:0, 	Train Loss = 0.058065, 	Val Loss = 0.033345
Epoch 19, 	Batch:1, 	Train Loss = 0.044595, 	Val Loss = 0.033345
Epoch 19, 	Batch:2, 	Train Loss = 0.042290, 	Val Loss = 0.033345
Epoch 19, 	Batch:3, 	Train Loss = 0.037499, 	Val Loss = 0.033345
Epoch 19, 	Batch:4, 	Train Loss = 0.036828, 	Val Loss = 0.033345
Epoch 19, 	Batch:5, 	Train Loss = 0.036806, 	Val Loss = 0.033345
Epoch 19, 	Batch:6, 	Train Loss = 0.036288, 	Val Loss = 0.033345
Epoch 19, 	Batch:7, 	Train Loss = 0.034397, 	Val Loss = 0.033345
Epoch 20, 	Batch:0, 	Train Loss = 0.058402, 	Val Loss = 0.033447
Epoch 20, 	Batch:1, 	Train Loss = 0.044508, 	Val Loss = 0.033447
Epoch 20, 	Batch:2, 	Train Loss = 0.042034, 	Val Loss = 0.033447
Epoch 20, 	Batch:3, 	Train Loss = 0.037459, 	Val Loss = 0.033447
Epoch 20, 	Batch:4, 	Train Loss = 0.036845, 	Val Loss = 0.033447
Epoch 20, 	Batch:5, 	Train Loss = 0.036737, 	Val Loss = 0.033447
Epoch 20, 	Batch:6, 	Train Loss = 0.036203, 	Val Loss = 0.033447
Epoch 20, 	Batch:7, 	Train Loss = 0.034357, 	Val Loss = 0.033447
Epoch 21, 	Batch:0, 	Train Loss = 0.058745, 	Val Loss = 0.033433
Epoch 21, 	Batch:1, 	Train Loss = 0.044407, 	Val Loss = 0.033433
Epoch 21, 	Batch:2, 	Train Loss = 0.041914, 	Val Loss = 0.033433
Epoch 21, 	Batch:3, 	Train Loss = 0.037440, 	Val Loss = 0.033433
Epoch 21, 	Batch:4, 	Train Loss = 0.036836, 	Val Loss = 0.033433
Epoch 21, 	Batch:5, 	Train Loss = 0.036665, 	Val Loss = 0.033433
Epoch 21, 	Batch:6, 	Train Loss = 0.036139, 	Val Loss = 0.033433
