Job runs on node:
lrdn4984
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=7
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 3.419985, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 3.410964, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 3.786716, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 3.544564, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 3.538913, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 3.557638, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 3.481285, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 3.440508, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 2.960185, 	Val Loss = 2.995065
Epoch 2, 	Batch:1, 	Train Loss = 2.907687, 	Val Loss = 2.995065
Epoch 2, 	Batch:2, 	Train Loss = 2.757538, 	Val Loss = 2.995065
Epoch 2, 	Batch:3, 	Train Loss = 2.568729, 	Val Loss = 2.995065
Epoch 2, 	Batch:4, 	Train Loss = 2.498870, 	Val Loss = 2.995065
Epoch 2, 	Batch:5, 	Train Loss = 2.383639, 	Val Loss = 2.995065
Epoch 2, 	Batch:6, 	Train Loss = 2.223599, 	Val Loss = 2.995065
Epoch 2, 	Batch:7, 	Train Loss = 2.099320, 	Val Loss = 2.995065
Epoch 3, 	Batch:0, 	Train Loss = 1.731454, 	Val Loss = 1.959118
Epoch 3, 	Batch:1, 	Train Loss = 1.626377, 	Val Loss = 1.959118
Epoch 3, 	Batch:2, 	Train Loss = 1.514320, 	Val Loss = 1.959118
Epoch 3, 	Batch:3, 	Train Loss = 1.538059, 	Val Loss = 1.959118
Epoch 3, 	Batch:4, 	Train Loss = 1.477624, 	Val Loss = 1.959118
Epoch 3, 	Batch:5, 	Train Loss = 1.491626, 	Val Loss = 1.959118
Epoch 3, 	Batch:6, 	Train Loss = 1.479686, 	Val Loss = 1.959118
Epoch 3, 	Batch:7, 	Train Loss = 1.393056, 	Val Loss = 1.959118
Epoch 4, 	Batch:0, 	Train Loss = 1.154935, 	Val Loss = 1.124795
Epoch 4, 	Batch:1, 	Train Loss = 1.382754, 	Val Loss = 1.124795
Epoch 4, 	Batch:2, 	Train Loss = 1.239160, 	Val Loss = 1.124795
Epoch 4, 	Batch:3, 	Train Loss = 1.217967, 	Val Loss = 1.124795
Epoch 4, 	Batch:4, 	Train Loss = 1.250688, 	Val Loss = 1.124795
Epoch 4, 	Batch:5, 	Train Loss = 1.200274, 	Val Loss = 1.124795
Epoch 4, 	Batch:6, 	Train Loss = 1.185118, 	Val Loss = 1.124795
Epoch 4, 	Batch:7, 	Train Loss = 1.148076, 	Val Loss = 1.124795
Epoch 5, 	Batch:0, 	Train Loss = 1.278412, 	Val Loss = 1.295566
Epoch 5, 	Batch:1, 	Train Loss = 1.488504, 	Val Loss = 1.295566
Epoch 5, 	Batch:2, 	Train Loss = 1.275918, 	Val Loss = 1.295566
Epoch 5, 	Batch:3, 	Train Loss = 1.182573, 	Val Loss = 1.295566
Epoch 5, 	Batch:4, 	Train Loss = 1.220612, 	Val Loss = 1.295566
Epoch 5, 	Batch:5, 	Train Loss = 1.215362, 	Val Loss = 1.295566
Epoch 5, 	Batch:6, 	Train Loss = 1.219565, 	Val Loss = 1.295566
Epoch 5, 	Batch:7, 	Train Loss = 1.179403, 	Val Loss = 1.295566
Epoch 6, 	Batch:0, 	Train Loss = 1.012914, 	Val Loss = 1.060358
Epoch 6, 	Batch:1, 	Train Loss = 1.136608, 	Val Loss = 1.060358
Epoch 6, 	Batch:2, 	Train Loss = 1.051330, 	Val Loss = 1.060358
Epoch 6, 	Batch:3, 	Train Loss = 0.998841, 	Val Loss = 1.060358
Epoch 6, 	Batch:4, 	Train Loss = 1.059456, 	Val Loss = 1.060358
Epoch 6, 	Batch:5, 	Train Loss = 1.103883, 	Val Loss = 1.060358
Epoch 6, 	Batch:6, 	Train Loss = 1.106916, 	Val Loss = 1.060358
Epoch 6, 	Batch:7, 	Train Loss = 1.066736, 	Val Loss = 1.060358
Epoch 7, 	Batch:0, 	Train Loss = 1.086848, 	Val Loss = 1.274467
Epoch 7, 	Batch:1, 	Train Loss = 1.384037, 	Val Loss = 1.274467
Epoch 7, 	Batch:2, 	Train Loss = 1.294068, 	Val Loss = 1.274467
Epoch 7, 	Batch:3, 	Train Loss = 1.357102, 	Val Loss = 1.274467
Epoch 7, 	Batch:4, 	Train Loss = 1.322269, 	Val Loss = 1.274467
Epoch 7, 	Batch:5, 	Train Loss = 1.304475, 	Val Loss = 1.274467
Epoch 7, 	Batch:6, 	Train Loss = 1.287830, 	Val Loss = 1.274467
Epoch 7, 	Batch:7, 	Train Loss = 1.255976, 	Val Loss = 1.274467
Epoch 8, 	Batch:0, 	Train Loss = 1.304434, 	Val Loss = 1.484724
Epoch 8, 	Batch:1, 	Train Loss = 1.292077, 	Val Loss = 1.484724
Epoch 8, 	Batch:2, 	Train Loss = 1.171366, 	Val Loss = 1.484724
Epoch 8, 	Batch:3, 	Train Loss = 1.222522, 	Val Loss = 1.484724
Epoch 8, 	Batch:4, 	Train Loss = 1.238890, 	Val Loss = 1.484724
Epoch 8, 	Batch:5, 	Train Loss = 1.199481, 	Val Loss = 1.484724
Epoch 8, 	Batch:6, 	Train Loss = 1.158096, 	Val Loss = 1.484724
Epoch 8, 	Batch:7, 	Train Loss = 1.148682, 	Val Loss = 1.484724
Epoch 9, 	Batch:0, 	Train Loss = 0.851710, 	Val Loss = 1.236863
Epoch 9, 	Batch:1, 	Train Loss = 1.194823, 	Val Loss = 1.236863
Epoch 9, 	Batch:2, 	Train Loss = 1.046685, 	Val Loss = 1.236863
Epoch 9, 	Batch:3, 	Train Loss = 1.110019, 	Val Loss = 1.236863
Epoch 9, 	Batch:4, 	Train Loss = 1.066125, 	Val Loss = 1.236863
Epoch 9, 	Batch:5, 	Train Loss = 1.128997, 	Val Loss = 1.236863
Epoch 9, 	Batch:6, 	Train Loss = 1.144625, 	Val Loss = 1.236863
Epoch 9, 	Batch:7, 	Train Loss = 1.109636, 	Val Loss = 1.236863
Epoch 10, 	Batch:0, 	Train Loss = 1.066286, 	Val Loss = 1.448240
Epoch 10, 	Batch:1, 	Train Loss = 1.266690, 	Val Loss = 1.448240
Epoch 10, 	Batch:2, 	Train Loss = 1.276669, 	Val Loss = 1.448240
Epoch 10, 	Batch:3, 	Train Loss = 1.335396, 	Val Loss = 1.448240
Epoch 10, 	Batch:4, 	Train Loss = 1.358193, 	Val Loss = 1.448240
Epoch 10, 	Batch:5, 	Train Loss = 1.332174, 	Val Loss = 1.448240
Epoch 10, 	Batch:6, 	Train Loss = 1.324953, 	Val Loss = 1.448240
Epoch 10, 	Batch:7, 	Train Loss = 1.312401, 	Val Loss = 1.448240
Epoch 11, 	Batch:0, 	Train Loss = 0.794089, 	Val Loss = 1.442523
Epoch 11, 	Batch:1, 	Train Loss = 1.093575, 	Val Loss = 1.442523
Epoch 11, 	Batch:2, 	Train Loss = 0.891564, 	Val Loss = 1.442523
Epoch 11, 	Batch:3, 	Train Loss = 0.947261, 	Val Loss = 1.442523
Epoch 11, 	Batch:4, 	Train Loss = 1.009230, 	Val Loss = 1.442523
Epoch 11, 	Batch:5, 	Train Loss = 1.057515, 	Val Loss = 1.442523
Epoch 11, 	Batch:6, 	Train Loss = 1.036904, 	Val Loss = 1.442523
Epoch 11, 	Batch:7, 	Train Loss = 1.012913, 	Val Loss = 1.442523
Epoch 12, 	Batch:0, 	Train Loss = 1.096418, 	Val Loss = 1.017895
Epoch 12, 	Batch:1, 	Train Loss = 1.324824, 	Val Loss = 1.017895
Epoch 12, 	Batch:2, 	Train Loss = 1.203599, 	Val Loss = 1.017895
Epoch 12, 	Batch:3, 	Train Loss = 1.251597, 	Val Loss = 1.017895
Epoch 12, 	Batch:4, 	Train Loss = 1.167435, 	Val Loss = 1.017895
Epoch 12, 	Batch:5, 	Train Loss = 1.140520, 	Val Loss = 1.017895
Epoch 12, 	Batch:6, 	Train Loss = 1.143352, 	Val Loss = 1.017895
Epoch 12, 	Batch:7, 	Train Loss = 1.105554, 	Val Loss = 1.017895
Epoch 13, 	Batch:0, 	Train Loss = 1.021397, 	Val Loss = 0.958789
Epoch 13, 	Batch:1, 	Train Loss = 1.119090, 	Val Loss = 0.958789
Epoch 13, 	Batch:2, 	Train Loss = 1.046379, 	Val Loss = 0.958789
Epoch 13, 	Batch:3, 	Train Loss = 1.102268, 	Val Loss = 0.958789
Epoch 13, 	Batch:4, 	Train Loss = 1.129048, 	Val Loss = 0.958789
Epoch 13, 	Batch:5, 	Train Loss = 1.117025, 	Val Loss = 0.958789
Epoch 13, 	Batch:6, 	Train Loss = 1.092713, 	Val Loss = 0.958789
Epoch 13, 	Batch:7, 	Train Loss = 1.044042, 	Val Loss = 0.958789
