Job runs on node:
lrdn4992
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=4
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.915436, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.824009, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.768830, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.705522, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.644017, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.599785, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.567345, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.520638, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.254239, 	Val Loss = 0.252672
Epoch 2, 	Batch:1, 	Train Loss = 0.208136, 	Val Loss = 0.252672
Epoch 2, 	Batch:2, 	Train Loss = 0.284814, 	Val Loss = 0.252672
Epoch 2, 	Batch:3, 	Train Loss = 0.283306, 	Val Loss = 0.252672
Epoch 2, 	Batch:4, 	Train Loss = 0.272553, 	Val Loss = 0.252672
Epoch 2, 	Batch:5, 	Train Loss = 0.270800, 	Val Loss = 0.252672
Epoch 2, 	Batch:6, 	Train Loss = 0.275552, 	Val Loss = 0.252672
Epoch 2, 	Batch:7, 	Train Loss = 0.259868, 	Val Loss = 0.252672
Epoch 3, 	Batch:0, 	Train Loss = 0.227803, 	Val Loss = 0.228114
Epoch 3, 	Batch:1, 	Train Loss = 0.179528, 	Val Loss = 0.228114
Epoch 3, 	Batch:2, 	Train Loss = 0.254222, 	Val Loss = 0.228114
Epoch 3, 	Batch:3, 	Train Loss = 0.251494, 	Val Loss = 0.228114
Epoch 3, 	Batch:4, 	Train Loss = 0.241336, 	Val Loss = 0.228114
Epoch 3, 	Batch:5, 	Train Loss = 0.241014, 	Val Loss = 0.228114
Epoch 3, 	Batch:6, 	Train Loss = 0.247028, 	Val Loss = 0.228114
Epoch 3, 	Batch:7, 	Train Loss = 0.233801, 	Val Loss = 0.228114
Epoch 4, 	Batch:0, 	Train Loss = 0.208425, 	Val Loss = 0.202225
Epoch 4, 	Batch:1, 	Train Loss = 0.159204, 	Val Loss = 0.202225
Epoch 4, 	Batch:2, 	Train Loss = 0.228566, 	Val Loss = 0.202225
Epoch 4, 	Batch:3, 	Train Loss = 0.228096, 	Val Loss = 0.202225
Epoch 4, 	Batch:4, 	Train Loss = 0.219854, 	Val Loss = 0.202225
Epoch 4, 	Batch:5, 	Train Loss = 0.220662, 	Val Loss = 0.202225
Epoch 4, 	Batch:6, 	Train Loss = 0.227265, 	Val Loss = 0.202225
Epoch 4, 	Batch:7, 	Train Loss = 0.215266, 	Val Loss = 0.202225
Epoch 5, 	Batch:0, 	Train Loss = 0.201615, 	Val Loss = 0.191072
Epoch 5, 	Batch:1, 	Train Loss = 0.151424, 	Val Loss = 0.191072
Epoch 5, 	Batch:2, 	Train Loss = 0.217188, 	Val Loss = 0.191072
Epoch 5, 	Batch:3, 	Train Loss = 0.216111, 	Val Loss = 0.191072
Epoch 5, 	Batch:4, 	Train Loss = 0.208569, 	Val Loss = 0.191072
Epoch 5, 	Batch:5, 	Train Loss = 0.208984, 	Val Loss = 0.191072
Epoch 5, 	Batch:6, 	Train Loss = 0.215681, 	Val Loss = 0.191072
Epoch 5, 	Batch:7, 	Train Loss = 0.204507, 	Val Loss = 0.191072
Epoch 6, 	Batch:0, 	Train Loss = 0.194136, 	Val Loss = 0.181687
Epoch 6, 	Batch:1, 	Train Loss = 0.145111, 	Val Loss = 0.181687
Epoch 6, 	Batch:2, 	Train Loss = 0.207064, 	Val Loss = 0.181687
Epoch 6, 	Batch:3, 	Train Loss = 0.205716, 	Val Loss = 0.181687
Epoch 6, 	Batch:4, 	Train Loss = 0.198818, 	Val Loss = 0.181687
Epoch 6, 	Batch:5, 	Train Loss = 0.198953, 	Val Loss = 0.181687
Epoch 6, 	Batch:6, 	Train Loss = 0.205231, 	Val Loss = 0.181687
Epoch 6, 	Batch:7, 	Train Loss = 0.194732, 	Val Loss = 0.181687
Epoch 7, 	Batch:0, 	Train Loss = 0.185482, 	Val Loss = 0.170911
Epoch 7, 	Batch:1, 	Train Loss = 0.139637, 	Val Loss = 0.170911
Epoch 7, 	Batch:2, 	Train Loss = 0.195610, 	Val Loss = 0.170911
Epoch 7, 	Batch:3, 	Train Loss = 0.193670, 	Val Loss = 0.170911
Epoch 7, 	Batch:4, 	Train Loss = 0.187301, 	Val Loss = 0.170911
Epoch 7, 	Batch:5, 	Train Loss = 0.187365, 	Val Loss = 0.170911
Epoch 7, 	Batch:6, 	Train Loss = 0.192713, 	Val Loss = 0.170911
Epoch 7, 	Batch:7, 	Train Loss = 0.183074, 	Val Loss = 0.170911
Epoch 8, 	Batch:0, 	Train Loss = 0.173876, 	Val Loss = 0.159451
Epoch 8, 	Batch:1, 	Train Loss = 0.131828, 	Val Loss = 0.159451
Epoch 8, 	Batch:2, 	Train Loss = 0.182319, 	Val Loss = 0.159451
Epoch 8, 	Batch:3, 	Train Loss = 0.180940, 	Val Loss = 0.159451
Epoch 8, 	Batch:4, 	Train Loss = 0.175842, 	Val Loss = 0.159451
