Job runs on node:
lrdn4992
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=2
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=5
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.743513, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.613340, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.552957, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.482165, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.429281, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.415432, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.394577, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.384493, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 0.369588, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 0.351834, 	Val Loss = 0.000000
Epoch 1, 	Batch:10, 	Train Loss = 0.335767, 	Val Loss = 0.000000
Epoch 1, 	Batch:11, 	Train Loss = 0.315633, 	Val Loss = 0.000000
Epoch 1, 	Batch:12, 	Train Loss = 0.301162, 	Val Loss = 0.000000
Epoch 1, 	Batch:13, 	Train Loss = 0.292871, 	Val Loss = 0.000000
Epoch 1, 	Batch:14, 	Train Loss = 0.281167, 	Val Loss = 0.000000
Epoch 1, 	Batch:15, 	Train Loss = 0.267995, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.171525, 	Val Loss = 0.086050
Epoch 2, 	Batch:1, 	Train Loss = 0.113213, 	Val Loss = 0.086050
Epoch 2, 	Batch:2, 	Train Loss = 0.111206, 	Val Loss = 0.086050
Epoch 2, 	Batch:3, 	Train Loss = 0.097529, 	Val Loss = 0.086050
Epoch 2, 	Batch:4, 	Train Loss = 0.092382, 	Val Loss = 0.086050
Epoch 2, 	Batch:5, 	Train Loss = 0.098813, 	Val Loss = 0.086050
Epoch 2, 	Batch:6, 	Train Loss = 0.097192, 	Val Loss = 0.086050
Epoch 2, 	Batch:7, 	Train Loss = 0.097273, 	Val Loss = 0.086050
Epoch 2, 	Batch:8, 	Train Loss = 0.096131, 	Val Loss = 0.086050
Epoch 2, 	Batch:9, 	Train Loss = 0.096461, 	Val Loss = 0.086050
Epoch 2, 	Batch:10, 	Train Loss = 0.096858, 	Val Loss = 0.086050
Epoch 2, 	Batch:11, 	Train Loss = 0.093291, 	Val Loss = 0.086050
Epoch 2, 	Batch:12, 	Train Loss = 0.093528, 	Val Loss = 0.086050
Epoch 2, 	Batch:13, 	Train Loss = 0.096458, 	Val Loss = 0.086050
Epoch 2, 	Batch:14, 	Train Loss = 0.095487, 	Val Loss = 0.086050
Epoch 2, 	Batch:15, 	Train Loss = 0.091992, 	Val Loss = 0.086050
Epoch 3, 	Batch:0, 	Train Loss = 0.111566, 	Val Loss = 0.049321
Epoch 3, 	Batch:1, 	Train Loss = 0.071171, 	Val Loss = 0.049321
