Job runs on node:
lrdn4992
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=1
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.536315, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.466275, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.428218, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.389519, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.348588, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.317124, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.305602, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.288124, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.153487, 	Val Loss = 0.139529
Epoch 2, 	Batch:1, 	Train Loss = 0.114418, 	Val Loss = 0.139529
Epoch 2, 	Batch:2, 	Train Loss = 0.112682, 	Val Loss = 0.139529
Epoch 2, 	Batch:3, 	Train Loss = 0.096306, 	Val Loss = 0.139529
Epoch 2, 	Batch:4, 	Train Loss = 0.091237, 	Val Loss = 0.139529
Epoch 2, 	Batch:5, 	Train Loss = 0.091608, 	Val Loss = 0.139529
Epoch 2, 	Batch:6, 	Train Loss = 0.111275, 	Val Loss = 0.139529
Epoch 2, 	Batch:7, 	Train Loss = 0.114775, 	Val Loss = 0.139529
Epoch 3, 	Batch:0, 	Train Loss = 0.153444, 	Val Loss = 0.136505
Epoch 3, 	Batch:1, 	Train Loss = 0.108545, 	Val Loss = 0.136505
Epoch 3, 	Batch:2, 	Train Loss = 0.104513, 	Val Loss = 0.136505
Epoch 3, 	Batch:3, 	Train Loss = 0.085167, 	Val Loss = 0.136505
Epoch 3, 	Batch:4, 	Train Loss = 0.078025, 	Val Loss = 0.136505
Epoch 3, 	Batch:5, 	Train Loss = 0.076417, 	Val Loss = 0.136505
Epoch 3, 	Batch:6, 	Train Loss = 0.090333, 	Val Loss = 0.136505
Epoch 3, 	Batch:7, 	Train Loss = 0.091442, 	Val Loss = 0.136505
Epoch 4, 	Batch:0, 	Train Loss = 0.104755, 	Val Loss = 0.098163
Epoch 4, 	Batch:1, 	Train Loss = 0.082418, 	Val Loss = 0.098163
Epoch 4, 	Batch:2, 	Train Loss = 0.080613, 	Val Loss = 0.098163
Epoch 4, 	Batch:3, 	Train Loss = 0.067305, 	Val Loss = 0.098163
Epoch 4, 	Batch:4, 	Train Loss = 0.062963, 	Val Loss = 0.098163
Epoch 4, 	Batch:5, 	Train Loss = 0.062967, 	Val Loss = 0.098163
Epoch 4, 	Batch:6, 	Train Loss = 0.076391, 	Val Loss = 0.098163
Epoch 4, 	Batch:7, 	Train Loss = 0.078004, 	Val Loss = 0.098163
Epoch 5, 	Batch:0, 	Train Loss = 0.093446, 	Val Loss = 0.085870
Epoch 5, 	Batch:1, 	Train Loss = 0.071368, 	Val Loss = 0.085870
Epoch 5, 	Batch:2, 	Train Loss = 0.068264, 	Val Loss = 0.085870
Epoch 5, 	Batch:3, 	Train Loss = 0.059161, 	Val Loss = 0.085870
Epoch 5, 	Batch:4, 	Train Loss = 0.056128, 	Val Loss = 0.085870
Epoch 5, 	Batch:5, 	Train Loss = 0.054837, 	Val Loss = 0.085870
Epoch 5, 	Batch:6, 	Train Loss = 0.061204, 	Val Loss = 0.085870
Epoch 5, 	Batch:7, 	Train Loss = 0.060901, 	Val Loss = 0.085870
Epoch 6, 	Batch:0, 	Train Loss = 0.061234, 	Val Loss = 0.061058
Epoch 6, 	Batch:1, 	Train Loss = 0.057265, 	Val Loss = 0.061058
Epoch 6, 	Batch:2, 	Train Loss = 0.053239, 	Val Loss = 0.061058
Epoch 6, 	Batch:3, 	Train Loss = 0.045067, 	Val Loss = 0.061058
Epoch 6, 	Batch:4, 	Train Loss = 0.042703, 	Val Loss = 0.061058
Epoch 6, 	Batch:5, 	Train Loss = 0.044720, 	Val Loss = 0.061058
Epoch 6, 	Batch:6, 	Train Loss = 0.053211, 	Val Loss = 0.061058
Epoch 6, 	Batch:7, 	Train Loss = 0.052928, 	Val Loss = 0.061058
Epoch 7, 	Batch:0, 	Train Loss = 0.051316, 	Val Loss = 0.051924
Epoch 7, 	Batch:1, 	Train Loss = 0.057631, 	Val Loss = 0.051924
Epoch 7, 	Batch:2, 	Train Loss = 0.057583, 	Val Loss = 0.051924
Epoch 7, 	Batch:3, 	Train Loss = 0.052281, 	Val Loss = 0.051924
Epoch 7, 	Batch:4, 	Train Loss = 0.047160, 	Val Loss = 0.051924
Epoch 7, 	Batch:5, 	Train Loss = 0.047589, 	Val Loss = 0.051924
Epoch 7, 	Batch:6, 	Train Loss = 0.055032, 	Val Loss = 0.051924
Epoch 7, 	Batch:7, 	Train Loss = 0.055598, 	Val Loss = 0.051924
Epoch 8, 	Batch:0, 	Train Loss = 0.057360, 	Val Loss = 0.050922
Epoch 8, 	Batch:1, 	Train Loss = 0.047695, 	Val Loss = 0.050922
Epoch 8, 	Batch:2, 	Train Loss = 0.047657, 	Val Loss = 0.050922
Epoch 8, 	Batch:3, 	Train Loss = 0.044640, 	Val Loss = 0.050922
Epoch 8, 	Batch:4, 	Train Loss = 0.041707, 	Val Loss = 0.050922
Epoch 8, 	Batch:5, 	Train Loss = 0.041147, 	Val Loss = 0.050922
Epoch 8, 	Batch:6, 	Train Loss = 0.046252, 	Val Loss = 0.050922
Epoch 8, 	Batch:7, 	Train Loss = 0.046521, 	Val Loss = 0.050922
Epoch 9, 	Batch:0, 	Train Loss = 0.047751, 	Val Loss = 0.043184
Epoch 9, 	Batch:1, 	Train Loss = 0.039753, 	Val Loss = 0.043184
Epoch 9, 	Batch:2, 	Train Loss = 0.040559, 	Val Loss = 0.043184
Epoch 9, 	Batch:3, 	Train Loss = 0.038044, 	Val Loss = 0.043184
Epoch 9, 	Batch:4, 	Train Loss = 0.035697, 	Val Loss = 0.043184
Epoch 9, 	Batch:5, 	Train Loss = 0.035046, 	Val Loss = 0.043184
Epoch 9, 	Batch:6, 	Train Loss = 0.039427, 	Val Loss = 0.043184
Epoch 9, 	Batch:7, 	Train Loss = 0.040036, 	Val Loss = 0.043184
Epoch 10, 	Batch:0, 	Train Loss = 0.046446, 	Val Loss = 0.042435
Epoch 10, 	Batch:1, 	Train Loss = 0.037688, 	Val Loss = 0.042435
Epoch 10, 	Batch:2, 	Train Loss = 0.037501, 	Val Loss = 0.042435
Epoch 10, 	Batch:3, 	Train Loss = 0.034832, 	Val Loss = 0.042435
Epoch 10, 	Batch:4, 	Train Loss = 0.033177, 	Val Loss = 0.042435
Epoch 10, 	Batch:5, 	Train Loss = 0.032376, 	Val Loss = 0.042435
Epoch 10, 	Batch:6, 	Train Loss = 0.036273, 	Val Loss = 0.042435
Epoch 10, 	Batch:7, 	Train Loss = 0.037079, 	Val Loss = 0.042435
Epoch 11, 	Batch:0, 	Train Loss = 0.045574, 	Val Loss = 0.041441
Epoch 11, 	Batch:1, 	Train Loss = 0.034030, 	Val Loss = 0.041441
Epoch 11, 	Batch:2, 	Train Loss = 0.032712, 	Val Loss = 0.041441
Epoch 11, 	Batch:3, 	Train Loss = 0.029810, 	Val Loss = 0.041441
Epoch 11, 	Batch:4, 	Train Loss = 0.028386, 	Val Loss = 0.041441
Epoch 11, 	Batch:5, 	Train Loss = 0.027401, 	Val Loss = 0.041441
Epoch 11, 	Batch:6, 	Train Loss = 0.029986, 	Val Loss = 0.041441
Epoch 11, 	Batch:7, 	Train Loss = 0.029900, 	Val Loss = 0.041441
Epoch 12, 	Batch:0, 	Train Loss = 0.027604, 	Val Loss = 0.027504
Epoch 12, 	Batch:1, 	Train Loss = 0.027416, 	Val Loss = 0.027504
Epoch 12, 	Batch:2, 	Train Loss = 0.027371, 	Val Loss = 0.027504
Epoch 12, 	Batch:3, 	Train Loss = 0.024908, 	Val Loss = 0.027504
Epoch 12, 	Batch:4, 	Train Loss = 0.023390, 	Val Loss = 0.027504
Epoch 12, 	Batch:5, 	Train Loss = 0.023799, 	Val Loss = 0.027504
Epoch 12, 	Batch:6, 	Train Loss = 0.028221, 	Val Loss = 0.027504
Epoch 12, 	Batch:7, 	Train Loss = 0.028222, 	Val Loss = 0.027504
Epoch 13, 	Batch:0, 	Train Loss = 0.026442, 	Val Loss = 0.026517
Epoch 13, 	Batch:1, 	Train Loss = 0.028087, 	Val Loss = 0.026517
Epoch 13, 	Batch:2, 	Train Loss = 0.028035, 	Val Loss = 0.026517
Epoch 13, 	Batch:3, 	Train Loss = 0.024928, 	Val Loss = 0.026517
Epoch 13, 	Batch:4, 	Train Loss = 0.023774, 	Val Loss = 0.026517
Epoch 13, 	Batch:5, 	Train Loss = 0.024450, 	Val Loss = 0.026517
Epoch 13, 	Batch:6, 	Train Loss = 0.026659, 	Val Loss = 0.026517
Epoch 13, 	Batch:7, 	Train Loss = 0.027091, 	Val Loss = 0.026517
Epoch 14, 	Batch:0, 	Train Loss = 0.029781, 	Val Loss = 0.031059
Epoch 14, 	Batch:1, 	Train Loss = 0.030967, 	Val Loss = 0.031059
Epoch 14, 	Batch:2, 	Train Loss = 0.028864, 	Val Loss = 0.031059
Epoch 14, 	Batch:3, 	Train Loss = 0.025958, 	Val Loss = 0.031059
Epoch 14, 	Batch:4, 	Train Loss = 0.025525, 	Val Loss = 0.031059
Epoch 14, 	Batch:5, 	Train Loss = 0.025620, 	Val Loss = 0.031059
Epoch 14, 	Batch:6, 	Train Loss = 0.027862, 	Val Loss = 0.031059
Epoch 14, 	Batch:7, 	Train Loss = 0.028246, 	Val Loss = 0.031059
Epoch 15, 	Batch:0, 	Train Loss = 0.033579, 	Val Loss = 0.036004
Epoch 15, 	Batch:1, 	Train Loss = 0.034196, 	Val Loss = 0.036004
Epoch 15, 	Batch:2, 	Train Loss = 0.029707, 	Val Loss = 0.036004
Epoch 15, 	Batch:3, 	Train Loss = 0.026317, 	Val Loss = 0.036004
Epoch 15, 	Batch:4, 	Train Loss = 0.026624, 	Val Loss = 0.036004
Epoch 15, 	Batch:5, 	Train Loss = 0.026973, 	Val Loss = 0.036004
Epoch 15, 	Batch:6, 	Train Loss = 0.027722, 	Val Loss = 0.036004
Epoch 15, 	Batch:7, 	Train Loss = 0.027811, 	Val Loss = 0.036004
Epoch 16, 	Batch:0, 	Train Loss = 0.031938, 	Val Loss = 0.036215
Epoch 16, 	Batch:1, 	Train Loss = 0.036654, 	Val Loss = 0.036215
Epoch 16, 	Batch:2, 	Train Loss = 0.031948, 	Val Loss = 0.036215
Epoch 16, 	Batch:3, 	Train Loss = 0.026880, 	Val Loss = 0.036215
Epoch 16, 	Batch:4, 	Train Loss = 0.026845, 	Val Loss = 0.036215
Epoch 16, 	Batch:5, 	Train Loss = 0.028594, 	Val Loss = 0.036215
Epoch 16, 	Batch:6, 	Train Loss = 0.030918, 	Val Loss = 0.036215
Epoch 16, 	Batch:7, 	Train Loss = 0.030018, 	Val Loss = 0.036215
Epoch 17, 	Batch:0, 	Train Loss = 0.028844, 	Val Loss = 0.033212
Epoch 17, 	Batch:1, 	Train Loss = 0.040964, 	Val Loss = 0.033212
Epoch 17, 	Batch:2, 	Train Loss = 0.036955, 	Val Loss = 0.033212
Epoch 17, 	Batch:3, 	Train Loss = 0.030280, 	Val Loss = 0.033212
Epoch 17, 	Batch:4, 	Train Loss = 0.028904, 	Val Loss = 0.033212
Epoch 17, 	Batch:5, 	Train Loss = 0.031649, 	Val Loss = 0.033212
Epoch 17, 	Batch:6, 	Train Loss = 0.035075, 	Val Loss = 0.033212
Epoch 17, 	Batch:7, 	Train Loss = 0.033525, 	Val Loss = 0.033212
Epoch 18, 	Batch:0, 	Train Loss = 0.022685, 	Val Loss = 0.026291
Epoch 18, 	Batch:1, 	Train Loss = 0.039861, 	Val Loss = 0.026291
Epoch 18, 	Batch:2, 	Train Loss = 0.039688, 	Val Loss = 0.026291
Epoch 18, 	Batch:3, 	Train Loss = 0.034149, 	Val Loss = 0.026291
Epoch 18, 	Batch:4, 	Train Loss = 0.030821, 	Val Loss = 0.026291
Epoch 18, 	Batch:5, 	Train Loss = 0.032922, 	Val Loss = 0.026291
Epoch 18, 	Batch:6, 	Train Loss = 0.038804, 	Val Loss = 0.026291
Epoch 18, 	Batch:7, 	Train Loss = 0.038382, 	Val Loss = 0.026291
Epoch 19, 	Batch:0, 	Train Loss = 0.025956, 	Val Loss = 0.024853
Epoch 19, 	Batch:1, 	Train Loss = 0.032663, 	Val Loss = 0.024853
Epoch 19, 	Batch:2, 	Train Loss = 0.035993, 	Val Loss = 0.024853
Epoch 19, 	Batch:3, 	Train Loss = 0.035119, 	Val Loss = 0.024853
Epoch 19, 	Batch:4, 	Train Loss = 0.031756, 	Val Loss = 0.024853
Epoch 19, 	Batch:5, 	Train Loss = 0.031299, 	Val Loss = 0.024853
Epoch 19, 	Batch:6, 	Train Loss = 0.036389, 	Val Loss = 0.024853
Epoch 19, 	Batch:7, 	Train Loss = 0.037117, 	Val Loss = 0.024853
Epoch 20, 	Batch:0, 	Train Loss = 0.031808, 	Val Loss = 0.028499
Epoch 20, 	Batch:1, 	Train Loss = 0.026583, 	Val Loss = 0.028499
Epoch 20, 	Batch:2, 	Train Loss = 0.028913, 	Val Loss = 0.028499
Epoch 20, 	Batch:3, 	Train Loss = 0.030206, 	Val Loss = 0.028499
Epoch 20, 	Batch:4, 	Train Loss = 0.028527, 	Val Loss = 0.028499
Epoch 20, 	Batch:5, 	Train Loss = 0.027203, 	Val Loss = 0.028499
Epoch 20, 	Batch:6, 	Train Loss = 0.030575, 	Val Loss = 0.028499
Epoch 20, 	Batch:7, 	Train Loss = 0.031208, 	Val Loss = 0.028499
Epoch 21, 	Batch:0, 	Train Loss = 0.031225, 	Val Loss = 0.027949
Epoch 21, 	Batch:1, 	Train Loss = 0.024888, 	Val Loss = 0.027949
Epoch 21, 	Batch:2, 	Train Loss = 0.025886, 	Val Loss = 0.027949
Epoch 21, 	Batch:3, 	Train Loss = 0.025921, 	Val Loss = 0.027949
Epoch 21, 	Batch:4, 	Train Loss = 0.024558, 	Val Loss = 0.027949
Epoch 21, 	Batch:5, 	Train Loss = 0.023674, 	Val Loss = 0.027949
Epoch 21, 	Batch:6, 	Train Loss = 0.026844, 	Val Loss = 0.027949
Epoch 21, 	Batch:7, 	Train Loss = 0.027141, 	Val Loss = 0.027949
Epoch 22, 	Batch:0, 	Train Loss = 0.024933, 	Val Loss = 0.023287
Epoch 22, 	Batch:1, 	Train Loss = 0.023012, 	Val Loss = 0.023287
Epoch 22, 	Batch:2, 	Train Loss = 0.024231, 	Val Loss = 0.023287
Epoch 22, 	Batch:3, 	Train Loss = 0.023512, 	Val Loss = 0.023287
Epoch 22, 	Batch:4, 	Train Loss = 0.022177, 	Val Loss = 0.023287
Epoch 22, 	Batch:5, 	Train Loss = 0.022064, 	Val Loss = 0.023287
Epoch 22, 	Batch:6, 	Train Loss = 0.025421, 	Val Loss = 0.023287
Epoch 22, 	Batch:7, 	Train Loss = 0.025548, 	Val Loss = 0.023287
Epoch 23, 	Batch:0, 	Train Loss = 0.023451, 	Val Loss = 0.022879
Epoch 23, 	Batch:1, 	Train Loss = 0.024715, 	Val Loss = 0.022879
Epoch 23, 	Batch:2, 	Train Loss = 0.025407, 	Val Loss = 0.022879
Epoch 23, 	Batch:3, 	Train Loss = 0.024006, 	Val Loss = 0.022879
Epoch 23, 	Batch:4, 	Train Loss = 0.022632, 	Val Loss = 0.022879
Epoch 23, 	Batch:5, 	Train Loss = 0.022927, 	Val Loss = 0.022879
Epoch 23, 	Batch:6, 	Train Loss = 0.026366, 	Val Loss = 0.022879
