Job runs on node:
lrdn4989
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=3
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.842926, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.737497, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.639548, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.567330, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.489538, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.458002, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.429652, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.417074, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.307502, 	Val Loss = 0.296740
Epoch 2, 	Batch:1, 	Train Loss = 0.331243, 	Val Loss = 0.296740
Epoch 2, 	Batch:2, 	Train Loss = 0.309241, 	Val Loss = 0.296740
Epoch 2, 	Batch:3, 	Train Loss = 0.287583, 	Val Loss = 0.296740
Epoch 2, 	Batch:4, 	Train Loss = 0.247323, 	Val Loss = 0.296740
Epoch 2, 	Batch:5, 	Train Loss = 0.243490, 	Val Loss = 0.296740
Epoch 2, 	Batch:6, 	Train Loss = 0.232227, 	Val Loss = 0.296740
Epoch 2, 	Batch:7, 	Train Loss = 0.233000, 	Val Loss = 0.296740
Epoch 3, 	Batch:0, 	Train Loss = 0.225661, 	Val Loss = 0.203964
Epoch 3, 	Batch:1, 	Train Loss = 0.256015, 	Val Loss = 0.203964
Epoch 3, 	Batch:2, 	Train Loss = 0.245447, 	Val Loss = 0.203964
Epoch 3, 	Batch:3, 	Train Loss = 0.228088, 	Val Loss = 0.203964
Epoch 3, 	Batch:4, 	Train Loss = 0.197247, 	Val Loss = 0.203964
Epoch 3, 	Batch:5, 	Train Loss = 0.195089, 	Val Loss = 0.203964
Epoch 3, 	Batch:6, 	Train Loss = 0.188756, 	Val Loss = 0.203964
Epoch 3, 	Batch:7, 	Train Loss = 0.192191, 	Val Loss = 0.203964
Epoch 4, 	Batch:0, 	Train Loss = 0.200169, 	Val Loss = 0.181901
Epoch 4, 	Batch:1, 	Train Loss = 0.231448, 	Val Loss = 0.181901
Epoch 4, 	Batch:2, 	Train Loss = 0.221818, 	Val Loss = 0.181901
Epoch 4, 	Batch:3, 	Train Loss = 0.208637, 	Val Loss = 0.181901
Epoch 4, 	Batch:4, 	Train Loss = 0.176371, 	Val Loss = 0.181901
Epoch 4, 	Batch:5, 	Train Loss = 0.176519, 	Val Loss = 0.181901
Epoch 4, 	Batch:6, 	Train Loss = 0.170869, 	Val Loss = 0.181901
Epoch 4, 	Batch:7, 	Train Loss = 0.175006, 	Val Loss = 0.181901
Epoch 5, 	Batch:0, 	Train Loss = 0.185415, 	Val Loss = 0.165628
Epoch 5, 	Batch:1, 	Train Loss = 0.215842, 	Val Loss = 0.165628
Epoch 5, 	Batch:2, 	Train Loss = 0.209526, 	Val Loss = 0.165628
Epoch 5, 	Batch:3, 	Train Loss = 0.196195, 	Val Loss = 0.165628
Epoch 5, 	Batch:4, 	Train Loss = 0.167490, 	Val Loss = 0.165628
Epoch 5, 	Batch:5, 	Train Loss = 0.166612, 	Val Loss = 0.165628
Epoch 5, 	Batch:6, 	Train Loss = 0.161376, 	Val Loss = 0.165628
Epoch 5, 	Batch:7, 	Train Loss = 0.165606, 	Val Loss = 0.165628
Epoch 6, 	Batch:0, 	Train Loss = 0.179128, 	Val Loss = 0.160748
Epoch 6, 	Batch:1, 	Train Loss = 0.209350, 	Val Loss = 0.160748
Epoch 6, 	Batch:2, 	Train Loss = 0.201618, 	Val Loss = 0.160748
Epoch 6, 	Batch:3, 	Train Loss = 0.187870, 	Val Loss = 0.160748
Epoch 6, 	Batch:4, 	Train Loss = 0.159732, 	Val Loss = 0.160748
Epoch 6, 	Batch:5, 	Train Loss = 0.158566, 	Val Loss = 0.160748
Epoch 6, 	Batch:6, 	Train Loss = 0.153354, 	Val Loss = 0.160748
Epoch 6, 	Batch:7, 	Train Loss = 0.156520, 	Val Loss = 0.160748
Epoch 7, 	Batch:0, 	Train Loss = 0.165454, 	Val Loss = 0.146896
Epoch 7, 	Batch:1, 	Train Loss = 0.190789, 	Val Loss = 0.146896
Epoch 7, 	Batch:2, 	Train Loss = 0.183773, 	Val Loss = 0.146896
Epoch 7, 	Batch:3, 	Train Loss = 0.169967, 	Val Loss = 0.146896
Epoch 7, 	Batch:4, 	Train Loss = 0.145543, 	Val Loss = 0.146896
Epoch 7, 	Batch:5, 	Train Loss = 0.143333, 	Val Loss = 0.146896
Epoch 7, 	Batch:6, 	Train Loss = 0.138439, 	Val Loss = 0.146896
Epoch 7, 	Batch:7, 	Train Loss = 0.140293, 	Val Loss = 0.146896
Epoch 8, 	Batch:0, 	Train Loss = 0.143286, 	Val Loss = 0.121032
Epoch 8, 	Batch:1, 	Train Loss = 0.160494, 	Val Loss = 0.121032
Epoch 8, 	Batch:2, 	Train Loss = 0.155803, 	Val Loss = 0.121032
Epoch 8, 	Batch:3, 	Train Loss = 0.142055, 	Val Loss = 0.121032
Epoch 8, 	Batch:4, 	Train Loss = 0.123335, 	Val Loss = 0.121032
Epoch 8, 	Batch:5, 	Train Loss = 0.120319, 	Val Loss = 0.121032
Epoch 8, 	Batch:6, 	Train Loss = 0.116209, 	Val Loss = 0.121032
Epoch 8, 	Batch:7, 	Train Loss = 0.116703, 	Val Loss = 0.121032
Epoch 9, 	Batch:0, 	Train Loss = 0.116998, 	Val Loss = 0.091555
Epoch 9, 	Batch:1, 	Train Loss = 0.126790, 	Val Loss = 0.091555
Epoch 9, 	Batch:2, 	Train Loss = 0.126129, 	Val Loss = 0.091555
Epoch 9, 	Batch:3, 	Train Loss = 0.115139, 	Val Loss = 0.091555
Epoch 9, 	Batch:4, 	Train Loss = 0.101232, 	Val Loss = 0.091555
Epoch 9, 	Batch:5, 	Train Loss = 0.098738, 	Val Loss = 0.091555
Epoch 9, 	Batch:6, 	Train Loss = 0.096078, 	Val Loss = 0.091555
Epoch 9, 	Batch:7, 	Train Loss = 0.098390, 	Val Loss = 0.091555
Epoch 10, 	Batch:0, 	Train Loss = 0.105878, 	Val Loss = 0.085102
Epoch 10, 	Batch:1, 	Train Loss = 0.117123, 	Val Loss = 0.085102
Epoch 10, 	Batch:2, 	Train Loss = 0.117916, 	Val Loss = 0.085102
Epoch 10, 	Batch:3, 	Train Loss = 0.109531, 	Val Loss = 0.085102
Epoch 10, 	Batch:4, 	Train Loss = 0.098754, 	Val Loss = 0.085102
Epoch 10, 	Batch:5, 	Train Loss = 0.096032, 	Val Loss = 0.085102
Epoch 10, 	Batch:6, 	Train Loss = 0.093834, 	Val Loss = 0.085102
Epoch 10, 	Batch:7, 	Train Loss = 0.095996, 	Val Loss = 0.085102
Epoch 11, 	Batch:0, 	Train Loss = 0.100357, 	Val Loss = 0.082404
Epoch 11, 	Batch:1, 	Train Loss = 0.110346, 	Val Loss = 0.082404
Epoch 11, 	Batch:2, 	Train Loss = 0.111479, 	Val Loss = 0.082404
Epoch 11, 	Batch:3, 	Train Loss = 0.104537, 	Val Loss = 0.082404
Epoch 11, 	Batch:4, 	Train Loss = 0.094697, 	Val Loss = 0.082404
Epoch 11, 	Batch:5, 	Train Loss = 0.092133, 	Val Loss = 0.082404
Epoch 11, 	Batch:6, 	Train Loss = 0.090334, 	Val Loss = 0.082404
Epoch 11, 	Batch:7, 	Train Loss = 0.092817, 	Val Loss = 0.082404
Epoch 12, 	Batch:0, 	Train Loss = 0.100013, 	Val Loss = 0.082673
Epoch 12, 	Batch:1, 	Train Loss = 0.107459, 	Val Loss = 0.082673
Epoch 12, 	Batch:2, 	Train Loss = 0.108342, 	Val Loss = 0.082673
Epoch 12, 	Batch:3, 	Train Loss = 0.102332, 	Val Loss = 0.082673
Epoch 12, 	Batch:4, 	Train Loss = 0.094645, 	Val Loss = 0.082673
Epoch 12, 	Batch:5, 	Train Loss = 0.091322, 	Val Loss = 0.082673
