Job runs on node:
lrdn4990
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=3
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.944974, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.871131, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.805887, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.746398, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.699348, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.656082, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.613095, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.586045, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.351622, 	Val Loss = 0.372922
Epoch 2, 	Batch:1, 	Train Loss = 0.301565, 	Val Loss = 0.372922
Epoch 2, 	Batch:2, 	Train Loss = 0.295259, 	Val Loss = 0.372922
Epoch 2, 	Batch:3, 	Train Loss = 0.275444, 	Val Loss = 0.372922
Epoch 2, 	Batch:4, 	Train Loss = 0.272411, 	Val Loss = 0.372922
Epoch 2, 	Batch:5, 	Train Loss = 0.265194, 	Val Loss = 0.372922
Epoch 2, 	Batch:6, 	Train Loss = 0.251019, 	Val Loss = 0.372922
Epoch 2, 	Batch:7, 	Train Loss = 0.255237, 	Val Loss = 0.372922
Epoch 3, 	Batch:0, 	Train Loss = 0.309726, 	Val Loss = 0.326723
Epoch 3, 	Batch:1, 	Train Loss = 0.277066, 	Val Loss = 0.326723
Epoch 3, 	Batch:2, 	Train Loss = 0.275033, 	Val Loss = 0.326723
Epoch 3, 	Batch:3, 	Train Loss = 0.257401, 	Val Loss = 0.326723
Epoch 3, 	Batch:4, 	Train Loss = 0.255574, 	Val Loss = 0.326723
Epoch 3, 	Batch:5, 	Train Loss = 0.245625, 	Val Loss = 0.326723
Epoch 3, 	Batch:6, 	Train Loss = 0.228219, 	Val Loss = 0.326723
Epoch 3, 	Batch:7, 	Train Loss = 0.232203, 	Val Loss = 0.326723
Epoch 4, 	Batch:0, 	Train Loss = 0.275856, 	Val Loss = 0.299524
Epoch 4, 	Batch:1, 	Train Loss = 0.239931, 	Val Loss = 0.299524
Epoch 4, 	Batch:2, 	Train Loss = 0.239399, 	Val Loss = 0.299524
Epoch 4, 	Batch:3, 	Train Loss = 0.223812, 	Val Loss = 0.299524
Epoch 4, 	Batch:4, 	Train Loss = 0.222533, 	Val Loss = 0.299524
Epoch 4, 	Batch:5, 	Train Loss = 0.213633, 	Val Loss = 0.299524
Epoch 4, 	Batch:6, 	Train Loss = 0.197853, 	Val Loss = 0.299524
Epoch 4, 	Batch:7, 	Train Loss = 0.203282, 	Val Loss = 0.299524
Epoch 5, 	Batch:0, 	Train Loss = 0.238704, 	Val Loss = 0.276114
Epoch 5, 	Batch:1, 	Train Loss = 0.209780, 	Val Loss = 0.276114
