Job runs on node:
lrdn4992
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=1
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 1.335918, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 1.148052, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 1.064233, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.998485, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.928489, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.865990, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.807732, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.752831, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.278296, 	Val Loss = 0.256344
Epoch 2, 	Batch:1, 	Train Loss = 0.280554, 	Val Loss = 0.256344
Epoch 2, 	Batch:2, 	Train Loss = 0.305854, 	Val Loss = 0.256344
Epoch 2, 	Batch:3, 	Train Loss = 0.308216, 	Val Loss = 0.256344
Epoch 2, 	Batch:4, 	Train Loss = 0.294001, 	Val Loss = 0.256344
Epoch 2, 	Batch:5, 	Train Loss = 0.311909, 	Val Loss = 0.256344
Epoch 2, 	Batch:6, 	Train Loss = 0.312211, 	Val Loss = 0.256344
Epoch 2, 	Batch:7, 	Train Loss = 0.304093, 	Val Loss = 0.256344
Epoch 3, 	Batch:0, 	Train Loss = 0.237123, 	Val Loss = 0.191780
Epoch 3, 	Batch:1, 	Train Loss = 0.238793, 	Val Loss = 0.191780
Epoch 3, 	Batch:2, 	Train Loss = 0.241637, 	Val Loss = 0.191780
Epoch 3, 	Batch:3, 	Train Loss = 0.223346, 	Val Loss = 0.191780
Epoch 3, 	Batch:4, 	Train Loss = 0.214729, 	Val Loss = 0.191780
Epoch 3, 	Batch:5, 	Train Loss = 0.225879, 	Val Loss = 0.191780
Epoch 3, 	Batch:6, 	Train Loss = 0.226401, 	Val Loss = 0.191780
Epoch 3, 	Batch:7, 	Train Loss = 0.219057, 	Val Loss = 0.191780
Epoch 4, 	Batch:0, 	Train Loss = 0.147362, 	Val Loss = 0.122130
Epoch 4, 	Batch:1, 	Train Loss = 0.157836, 	Val Loss = 0.122130
Epoch 4, 	Batch:2, 	Train Loss = 0.188892, 	Val Loss = 0.122130
Epoch 4, 	Batch:3, 	Train Loss = 0.170919, 	Val Loss = 0.122130
Epoch 4, 	Batch:4, 	Train Loss = 0.162275, 	Val Loss = 0.122130
Epoch 4, 	Batch:5, 	Train Loss = 0.174399, 	Val Loss = 0.122130
Epoch 4, 	Batch:6, 	Train Loss = 0.175276, 	Val Loss = 0.122130
Epoch 4, 	Batch:7, 	Train Loss = 0.167195, 	Val Loss = 0.122130
Epoch 5, 	Batch:0, 	Train Loss = 0.117696, 	Val Loss = 0.098654
Epoch 5, 	Batch:1, 	Train Loss = 0.135045, 	Val Loss = 0.098654
Epoch 5, 	Batch:2, 	Train Loss = 0.154215, 	Val Loss = 0.098654
Epoch 5, 	Batch:3, 	Train Loss = 0.139756, 	Val Loss = 0.098654
Epoch 5, 	Batch:4, 	Train Loss = 0.138246, 	Val Loss = 0.098654
Epoch 5, 	Batch:5, 	Train Loss = 0.149577, 	Val Loss = 0.098654
Epoch 5, 	Batch:6, 	Train Loss = 0.154061, 	Val Loss = 0.098654
Epoch 5, 	Batch:7, 	Train Loss = 0.148847, 	Val Loss = 0.098654
Epoch 6, 	Batch:0, 	Train Loss = 0.095471, 	Val Loss = 0.081194
Epoch 6, 	Batch:1, 	Train Loss = 0.129162, 	Val Loss = 0.081194
Epoch 6, 	Batch:2, 	Train Loss = 0.153100, 	Val Loss = 0.081194
Epoch 6, 	Batch:3, 	Train Loss = 0.140388, 	Val Loss = 0.081194
Epoch 6, 	Batch:4, 	Train Loss = 0.137773, 	Val Loss = 0.081194
Epoch 6, 	Batch:5, 	Train Loss = 0.144109, 	Val Loss = 0.081194
Epoch 6, 	Batch:6, 	Train Loss = 0.143658, 	Val Loss = 0.081194
Epoch 6, 	Batch:7, 	Train Loss = 0.142946, 	Val Loss = 0.081194
Epoch 7, 	Batch:0, 	Train Loss = 0.115896, 	Val Loss = 0.117892
Epoch 7, 	Batch:1, 	Train Loss = 0.124508, 	Val Loss = 0.117892
Epoch 7, 	Batch:2, 	Train Loss = 0.138191, 	Val Loss = 0.117892
Epoch 7, 	Batch:3, 	Train Loss = 0.132737, 	Val Loss = 0.117892
Epoch 7, 	Batch:4, 	Train Loss = 0.126369, 	Val Loss = 0.117892
Epoch 7, 	Batch:5, 	Train Loss = 0.129825, 	Val Loss = 0.117892
Epoch 7, 	Batch:6, 	Train Loss = 0.126656, 	Val Loss = 0.117892
Epoch 7, 	Batch:7, 	Train Loss = 0.123625, 	Val Loss = 0.117892
Epoch 8, 	Batch:0, 	Train Loss = 0.080020, 	Val Loss = 0.072035
Epoch 8, 	Batch:1, 	Train Loss = 0.087902, 	Val Loss = 0.072035
Epoch 8, 	Batch:2, 	Train Loss = 0.089241, 	Val Loss = 0.072035
Epoch 8, 	Batch:3, 	Train Loss = 0.083873, 	Val Loss = 0.072035
Epoch 8, 	Batch:4, 	Train Loss = 0.079255, 	Val Loss = 0.072035
Epoch 8, 	Batch:5, 	Train Loss = 0.083118, 	Val Loss = 0.072035
Epoch 8, 	Batch:6, 	Train Loss = 0.083870, 	Val Loss = 0.072035
Epoch 8, 	Batch:7, 	Train Loss = 0.084941, 	Val Loss = 0.072035
Epoch 9, 	Batch:0, 	Train Loss = 0.073999, 	Val Loss = 0.067574
Epoch 9, 	Batch:1, 	Train Loss = 0.077084, 	Val Loss = 0.067574
Epoch 9, 	Batch:2, 	Train Loss = 0.094707, 	Val Loss = 0.067574
Epoch 9, 	Batch:3, 	Train Loss = 0.106261, 	Val Loss = 0.067574
Epoch 9, 	Batch:4, 	Train Loss = 0.102807, 	Val Loss = 0.067574
Epoch 9, 	Batch:5, 	Train Loss = 0.103298, 	Val Loss = 0.067574
Epoch 9, 	Batch:6, 	Train Loss = 0.104957, 	Val Loss = 0.067574
Epoch 9, 	Batch:7, 	Train Loss = 0.107668, 	Val Loss = 0.067574
Epoch 10, 	Batch:0, 	Train Loss = 0.113184, 	Val Loss = 0.113803
Epoch 10, 	Batch:1, 	Train Loss = 0.102719, 	Val Loss = 0.113803
Epoch 10, 	Batch:2, 	Train Loss = 0.099333, 	Val Loss = 0.113803
Epoch 10, 	Batch:3, 	Train Loss = 0.098141, 	Val Loss = 0.113803
Epoch 10, 	Batch:4, 	Train Loss = 0.096513, 	Val Loss = 0.113803
Epoch 10, 	Batch:5, 	Train Loss = 0.098072, 	Val Loss = 0.113803
Epoch 10, 	Batch:6, 	Train Loss = 0.095532, 	Val Loss = 0.113803
Epoch 10, 	Batch:7, 	Train Loss = 0.092389, 	Val Loss = 0.113803
Epoch 11, 	Batch:0, 	Train Loss = 0.069738, 	Val Loss = 0.068032
Epoch 11, 	Batch:1, 	Train Loss = 0.079629, 	Val Loss = 0.068032
Epoch 11, 	Batch:2, 	Train Loss = 0.083777, 	Val Loss = 0.068032
Epoch 11, 	Batch:3, 	Train Loss = 0.078573, 	Val Loss = 0.068032
Epoch 11, 	Batch:4, 	Train Loss = 0.074771, 	Val Loss = 0.068032
Epoch 11, 	Batch:5, 	Train Loss = 0.079320, 	Val Loss = 0.068032
Epoch 11, 	Batch:6, 	Train Loss = 0.082419, 	Val Loss = 0.068032
Epoch 11, 	Batch:7, 	Train Loss = 0.082024, 	Val Loss = 0.068032
