Job runs on node:
lrdn4990
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=6
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.937766, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.923973, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.858717, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.803833, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.748445, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.694909, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.644003, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.588043, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.204661, 	Val Loss = 0.335405
Epoch 2, 	Batch:1, 	Train Loss = 0.280695, 	Val Loss = 0.335405
Epoch 2, 	Batch:2, 	Train Loss = 0.293027, 	Val Loss = 0.335405
Epoch 2, 	Batch:3, 	Train Loss = 0.337042, 	Val Loss = 0.335405
Epoch 2, 	Batch:4, 	Train Loss = 0.348871, 	Val Loss = 0.335405
Epoch 2, 	Batch:5, 	Train Loss = 0.343410, 	Val Loss = 0.335405
Epoch 2, 	Batch:6, 	Train Loss = 0.333700, 	Val Loss = 0.335405
Epoch 2, 	Batch:7, 	Train Loss = 0.310343, 	Val Loss = 0.335405
Epoch 3, 	Batch:0, 	Train Loss = 0.175547, 	Val Loss = 0.311635
Epoch 3, 	Batch:1, 	Train Loss = 0.247047, 	Val Loss = 0.311635
Epoch 3, 	Batch:2, 	Train Loss = 0.248066, 	Val Loss = 0.311635
Epoch 3, 	Batch:3, 	Train Loss = 0.288429, 	Val Loss = 0.311635
Epoch 3, 	Batch:4, 	Train Loss = 0.299383, 	Val Loss = 0.311635
Epoch 3, 	Batch:5, 	Train Loss = 0.295271, 	Val Loss = 0.311635
Epoch 3, 	Batch:6, 	Train Loss = 0.287011, 	Val Loss = 0.311635
Epoch 3, 	Batch:7, 	Train Loss = 0.264929, 	Val Loss = 0.311635
Epoch 4, 	Batch:0, 	Train Loss = 0.157082, 	Val Loss = 0.293474
Epoch 4, 	Batch:1, 	Train Loss = 0.233901, 	Val Loss = 0.293474
Epoch 4, 	Batch:2, 	Train Loss = 0.235521, 	Val Loss = 0.293474
Epoch 4, 	Batch:3, 	Train Loss = 0.273289, 	Val Loss = 0.293474
Epoch 4, 	Batch:4, 	Train Loss = 0.280444, 	Val Loss = 0.293474
Epoch 4, 	Batch:5, 	Train Loss = 0.274654, 	Val Loss = 0.293474
Epoch 4, 	Batch:6, 	Train Loss = 0.265568, 	Val Loss = 0.293474
Epoch 4, 	Batch:7, 	Train Loss = 0.243654, 	Val Loss = 0.293474
Epoch 5, 	Batch:0, 	Train Loss = 0.136250, 	Val Loss = 0.273558
Epoch 5, 	Batch:1, 	Train Loss = 0.214706, 	Val Loss = 0.273558
Epoch 5, 	Batch:2, 	Train Loss = 0.217040, 	Val Loss = 0.273558
Epoch 5, 	Batch:3, 	Train Loss = 0.256202, 	Val Loss = 0.273558
Epoch 5, 	Batch:4, 	Train Loss = 0.263900, 	Val Loss = 0.273558
Epoch 5, 	Batch:5, 	Train Loss = 0.258821, 	Val Loss = 0.273558
Epoch 5, 	Batch:6, 	Train Loss = 0.250418, 	Val Loss = 0.273558
Epoch 5, 	Batch:7, 	Train Loss = 0.229924, 	Val Loss = 0.273558
Epoch 6, 	Batch:0, 	Train Loss = 0.122298, 	Val Loss = 0.258139
Epoch 6, 	Batch:1, 	Train Loss = 0.202389, 	Val Loss = 0.258139
Epoch 6, 	Batch:2, 	Train Loss = 0.207374, 	Val Loss = 0.258139
Epoch 6, 	Batch:3, 	Train Loss = 0.246189, 	Val Loss = 0.258139
Epoch 6, 	Batch:4, 	Train Loss = 0.253143, 	Val Loss = 0.258139
Epoch 6, 	Batch:5, 	Train Loss = 0.248312, 	Val Loss = 0.258139
Epoch 6, 	Batch:6, 	Train Loss = 0.240222, 	Val Loss = 0.258139
Epoch 6, 	Batch:7, 	Train Loss = 0.220569, 	Val Loss = 0.258139
Epoch 7, 	Batch:0, 	Train Loss = 0.119098, 	Val Loss = 0.250904
Epoch 7, 	Batch:1, 	Train Loss = 0.197733, 	Val Loss = 0.250904
Epoch 7, 	Batch:2, 	Train Loss = 0.202939, 	Val Loss = 0.250904
Epoch 7, 	Batch:3, 	Train Loss = 0.240818, 	Val Loss = 0.250904
Epoch 7, 	Batch:4, 	Train Loss = 0.246913, 	Val Loss = 0.250904
Epoch 7, 	Batch:5, 	Train Loss = 0.242010, 	Val Loss = 0.250904
Epoch 7, 	Batch:6, 	Train Loss = 0.234222, 	Val Loss = 0.250904
Epoch 7, 	Batch:7, 	Train Loss = 0.215409, 	Val Loss = 0.250904
Epoch 8, 	Batch:0, 	Train Loss = 0.117937, 	Val Loss = 0.247249
Epoch 8, 	Batch:1, 	Train Loss = 0.195202, 	Val Loss = 0.247249
Epoch 8, 	Batch:2, 	Train Loss = 0.200983, 	Val Loss = 0.247249
