Job runs on node:
lrdn4989
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=4
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 2.196628, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.083464, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.130579, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 2.097223, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 1.968166, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 1.922389, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 1.885521, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 1.823358, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.145057, 	Val Loss = 1.049411
Epoch 2, 	Batch:1, 	Train Loss = 1.207442, 	Val Loss = 1.049411
Epoch 2, 	Batch:2, 	Train Loss = 1.078633, 	Val Loss = 1.049411
Epoch 2, 	Batch:3, 	Train Loss = 1.201104, 	Val Loss = 1.049411
Epoch 2, 	Batch:4, 	Train Loss = 1.115423, 	Val Loss = 1.049411
Epoch 2, 	Batch:5, 	Train Loss = 1.145925, 	Val Loss = 1.049411
Epoch 2, 	Batch:6, 	Train Loss = 1.157263, 	Val Loss = 1.049411
Epoch 2, 	Batch:7, 	Train Loss = 1.132863, 	Val Loss = 1.049411
Epoch 3, 	Batch:0, 	Train Loss = 0.515684, 	Val Loss = 0.457001
Epoch 3, 	Batch:1, 	Train Loss = 0.732921, 	Val Loss = 0.457001
Epoch 3, 	Batch:2, 	Train Loss = 0.781947, 	Val Loss = 0.457001
Epoch 3, 	Batch:3, 	Train Loss = 0.932541, 	Val Loss = 0.457001
Epoch 3, 	Batch:4, 	Train Loss = 0.880519, 	Val Loss = 0.457001
Epoch 3, 	Batch:5, 	Train Loss = 0.875471, 	Val Loss = 0.457001
Epoch 3, 	Batch:6, 	Train Loss = 0.903592, 	Val Loss = 0.457001
Epoch 3, 	Batch:7, 	Train Loss = 0.889852, 	Val Loss = 0.457001
Epoch 4, 	Batch:0, 	Train Loss = 0.359948, 	Val Loss = 0.394937
Epoch 4, 	Batch:1, 	Train Loss = 0.628828, 	Val Loss = 0.394937
Epoch 4, 	Batch:2, 	Train Loss = 0.678735, 	Val Loss = 0.394937
Epoch 4, 	Batch:3, 	Train Loss = 0.788946, 	Val Loss = 0.394937
Epoch 4, 	Batch:4, 	Train Loss = 0.733371, 	Val Loss = 0.394937
Epoch 4, 	Batch:5, 	Train Loss = 0.782352, 	Val Loss = 0.394937
Epoch 4, 	Batch:6, 	Train Loss = 0.805072, 	Val Loss = 0.394937
Epoch 4, 	Batch:7, 	Train Loss = 0.806604, 	Val Loss = 0.394937
Epoch 5, 	Batch:0, 	Train Loss = 0.445411, 	Val Loss = 0.438776
Epoch 5, 	Batch:1, 	Train Loss = 0.608793, 	Val Loss = 0.438776
Epoch 5, 	Batch:2, 	Train Loss = 0.621394, 	Val Loss = 0.438776
Epoch 5, 	Batch:3, 	Train Loss = 0.757367, 	Val Loss = 0.438776
Epoch 5, 	Batch:4, 	Train Loss = 0.730055, 	Val Loss = 0.438776
Epoch 5, 	Batch:5, 	Train Loss = 0.754390, 	Val Loss = 0.438776
Epoch 5, 	Batch:6, 	Train Loss = 0.776181, 	Val Loss = 0.438776
Epoch 5, 	Batch:7, 	Train Loss = 0.758366, 	Val Loss = 0.438776
Epoch 6, 	Batch:0, 	Train Loss = 0.332117, 	Val Loss = 0.339205
Epoch 6, 	Batch:1, 	Train Loss = 0.528433, 	Val Loss = 0.339205
Epoch 6, 	Batch:2, 	Train Loss = 0.554142, 	Val Loss = 0.339205
Epoch 6, 	Batch:3, 	Train Loss = 0.699536, 	Val Loss = 0.339205
Epoch 6, 	Batch:4, 	Train Loss = 0.663230, 	Val Loss = 0.339205
Epoch 6, 	Batch:5, 	Train Loss = 0.710674, 	Val Loss = 0.339205
Epoch 6, 	Batch:6, 	Train Loss = 0.765385, 	Val Loss = 0.339205
Epoch 6, 	Batch:7, 	Train Loss = 0.762063, 	Val Loss = 0.339205
Epoch 7, 	Batch:0, 	Train Loss = 0.360460, 	Val Loss = 0.346494
Epoch 7, 	Batch:1, 	Train Loss = 0.579267, 	Val Loss = 0.346494
Epoch 7, 	Batch:2, 	Train Loss = 0.603659, 	Val Loss = 0.346494
Epoch 7, 	Batch:3, 	Train Loss = 0.677263, 	Val Loss = 0.346494
Epoch 7, 	Batch:4, 	Train Loss = 0.632694, 	Val Loss = 0.346494
Epoch 7, 	Batch:5, 	Train Loss = 0.667677, 	Val Loss = 0.346494
Epoch 7, 	Batch:6, 	Train Loss = 0.687815, 	Val Loss = 0.346494
Epoch 7, 	Batch:7, 	Train Loss = 0.696100, 	Val Loss = 0.346494
Epoch 8, 	Batch:0, 	Train Loss = 0.376937, 	Val Loss = 0.290589
Epoch 8, 	Batch:1, 	Train Loss = 0.489334, 	Val Loss = 0.290589
Epoch 8, 	Batch:2, 	Train Loss = 0.513500, 	Val Loss = 0.290589
Epoch 8, 	Batch:3, 	Train Loss = 0.663620, 	Val Loss = 0.290589
Epoch 8, 	Batch:4, 	Train Loss = 0.624891, 	Val Loss = 0.290589
Epoch 8, 	Batch:5, 	Train Loss = 0.688790, 	Val Loss = 0.290589
Epoch 8, 	Batch:6, 	Train Loss = 0.725479, 	Val Loss = 0.290589
Epoch 8, 	Batch:7, 	Train Loss = 0.719741, 	Val Loss = 0.290589
Epoch 9, 	Batch:0, 	Train Loss = 0.459499, 	Val Loss = 0.464931
Epoch 9, 	Batch:1, 	Train Loss = 0.563167, 	Val Loss = 0.464931
Epoch 9, 	Batch:2, 	Train Loss = 0.568952, 	Val Loss = 0.464931
Epoch 9, 	Batch:3, 	Train Loss = 0.656997, 	Val Loss = 0.464931
Epoch 9, 	Batch:4, 	Train Loss = 0.624733, 	Val Loss = 0.464931
Epoch 9, 	Batch:5, 	Train Loss = 0.687892, 	Val Loss = 0.464931
Epoch 9, 	Batch:6, 	Train Loss = 0.703745, 	Val Loss = 0.464931
Epoch 9, 	Batch:7, 	Train Loss = 0.692137, 	Val Loss = 0.464931
Epoch 10, 	Batch:0, 	Train Loss = 0.350846, 	Val Loss = 0.313909
Epoch 10, 	Batch:1, 	Train Loss = 0.542279, 	Val Loss = 0.313909
Epoch 10, 	Batch:2, 	Train Loss = 0.585534, 	Val Loss = 0.313909
Epoch 10, 	Batch:3, 	Train Loss = 0.666234, 	Val Loss = 0.313909
Epoch 10, 	Batch:4, 	Train Loss = 0.654263, 	Val Loss = 0.313909
Epoch 10, 	Batch:5, 	Train Loss = 0.683142, 	Val Loss = 0.313909
Epoch 10, 	Batch:6, 	Train Loss = 0.701654, 	Val Loss = 0.313909
Epoch 10, 	Batch:7, 	Train Loss = 0.701758, 	Val Loss = 0.313909
Epoch 11, 	Batch:0, 	Train Loss = 0.514327, 	Val Loss = 0.447394
Epoch 11, 	Batch:1, 	Train Loss = 0.575983, 	Val Loss = 0.447394
Epoch 11, 	Batch:2, 	Train Loss = 0.586008, 	Val Loss = 0.447394
Epoch 11, 	Batch:3, 	Train Loss = 0.738202, 	Val Loss = 0.447394
Epoch 11, 	Batch:4, 	Train Loss = 0.735586, 	Val Loss = 0.447394
Epoch 11, 	Batch:5, 	Train Loss = 0.786672, 	Val Loss = 0.447394
Epoch 11, 	Batch:6, 	Train Loss = 0.799826, 	Val Loss = 0.447394
Epoch 11, 	Batch:7, 	Train Loss = 0.779834, 	Val Loss = 0.447394
Epoch 12, 	Batch:0, 	Train Loss = 0.758574, 	Val Loss = 0.642712
Epoch 12, 	Batch:1, 	Train Loss = 0.766855, 	Val Loss = 0.642712
Epoch 12, 	Batch:2, 	Train Loss = 0.704220, 	Val Loss = 0.642712
Epoch 12, 	Batch:3, 	Train Loss = 0.741772, 	Val Loss = 0.642712
Epoch 12, 	Batch:4, 	Train Loss = 0.687322, 	Val Loss = 0.642712
Epoch 12, 	Batch:5, 	Train Loss = 0.712191, 	Val Loss = 0.642712
Epoch 12, 	Batch:6, 	Train Loss = 0.755091, 	Val Loss = 0.642712
Epoch 12, 	Batch:7, 	Train Loss = 0.750048, 	Val Loss = 0.642712
Epoch 13, 	Batch:0, 	Train Loss = 0.384588, 	Val Loss = 0.356318
Epoch 13, 	Batch:1, 	Train Loss = 0.552321, 	Val Loss = 0.356318
Epoch 13, 	Batch:2, 	Train Loss = 0.530320, 	Val Loss = 0.356318
Epoch 13, 	Batch:3, 	Train Loss = 0.649460, 	Val Loss = 0.356318
Epoch 13, 	Batch:4, 	Train Loss = 0.625076, 	Val Loss = 0.356318
Epoch 13, 	Batch:5, 	Train Loss = 0.682885, 	Val Loss = 0.356318
Epoch 13, 	Batch:6, 	Train Loss = 0.694586, 	Val Loss = 0.356318
Epoch 13, 	Batch:7, 	Train Loss = 0.690012, 	Val Loss = 0.356318
Epoch 14, 	Batch:0, 	Train Loss = 0.318394, 	Val Loss = 0.283031
Epoch 14, 	Batch:1, 	Train Loss = 0.443003, 	Val Loss = 0.283031
Epoch 14, 	Batch:2, 	Train Loss = 0.479093, 	Val Loss = 0.283031
Epoch 14, 	Batch:3, 	Train Loss = 0.569022, 	Val Loss = 0.283031
Epoch 14, 	Batch:4, 	Train Loss = 0.558256, 	Val Loss = 0.283031
Epoch 14, 	Batch:5, 	Train Loss = 0.635043, 	Val Loss = 0.283031
Epoch 14, 	Batch:6, 	Train Loss = 0.639716, 	Val Loss = 0.283031
Epoch 14, 	Batch:7, 	Train Loss = 0.631772, 	Val Loss = 0.283031
Epoch 15, 	Batch:0, 	Train Loss = 0.445252, 	Val Loss = 0.388225
Epoch 15, 	Batch:1, 	Train Loss = 0.606536, 	Val Loss = 0.388225
Epoch 15, 	Batch:2, 	Train Loss = 0.586622, 	Val Loss = 0.388225
Epoch 15, 	Batch:3, 	Train Loss = 0.691228, 	Val Loss = 0.388225
Epoch 15, 	Batch:4, 	Train Loss = 0.662643, 	Val Loss = 0.388225
Epoch 15, 	Batch:5, 	Train Loss = 0.701991, 	Val Loss = 0.388225
Epoch 15, 	Batch:6, 	Train Loss = 0.705559, 	Val Loss = 0.388225
Epoch 15, 	Batch:7, 	Train Loss = 0.689313, 	Val Loss = 0.388225
Epoch 16, 	Batch:0, 	Train Loss = 0.327202, 	Val Loss = 0.253825
Epoch 16, 	Batch:1, 	Train Loss = 0.476938, 	Val Loss = 0.253825
Epoch 16, 	Batch:2, 	Train Loss = 0.486868, 	Val Loss = 0.253825
Epoch 16, 	Batch:3, 	Train Loss = 0.616977, 	Val Loss = 0.253825
Epoch 16, 	Batch:4, 	Train Loss = 0.589014, 	Val Loss = 0.253825
Epoch 16, 	Batch:5, 	Train Loss = 0.632642, 	Val Loss = 0.253825
Epoch 16, 	Batch:6, 	Train Loss = 0.661195, 	Val Loss = 0.253825
Epoch 16, 	Batch:7, 	Train Loss = 0.645325, 	Val Loss = 0.253825
Epoch 17, 	Batch:0, 	Train Loss = 0.461121, 	Val Loss = 0.444540
Epoch 17, 	Batch:1, 	Train Loss = 0.581603, 	Val Loss = 0.444540
Epoch 17, 	Batch:2, 	Train Loss = 0.548687, 	Val Loss = 0.444540
Epoch 17, 	Batch:3, 	Train Loss = 0.613723, 	Val Loss = 0.444540
Epoch 17, 	Batch:4, 	Train Loss = 0.591746, 	Val Loss = 0.444540
Epoch 17, 	Batch:5, 	Train Loss = 0.633329, 	Val Loss = 0.444540
Epoch 17, 	Batch:6, 	Train Loss = 0.660258, 	Val Loss = 0.444540
Epoch 17, 	Batch:7, 	Train Loss = 0.638203, 	Val Loss = 0.444540
Epoch 18, 	Batch:0, 	Train Loss = 0.289818, 	Val Loss = 0.287844
Epoch 18, 	Batch:1, 	Train Loss = 0.442093, 	Val Loss = 0.287844
Epoch 18, 	Batch:2, 	Train Loss = 0.466113, 	Val Loss = 0.287844
Epoch 18, 	Batch:3, 	Train Loss = 0.572659, 	Val Loss = 0.287844
Epoch 18, 	Batch:4, 	Train Loss = 0.561096, 	Val Loss = 0.287844
Epoch 18, 	Batch:5, 	Train Loss = 0.605556, 	Val Loss = 0.287844
Epoch 18, 	Batch:6, 	Train Loss = 0.611962, 	Val Loss = 0.287844
Epoch 18, 	Batch:7, 	Train Loss = 0.608051, 	Val Loss = 0.287844
Epoch 19, 	Batch:0, 	Train Loss = 0.362591, 	Val Loss = 0.358080
Epoch 19, 	Batch:1, 	Train Loss = 0.492752, 	Val Loss = 0.358080
Epoch 19, 	Batch:2, 	Train Loss = 0.517652, 	Val Loss = 0.358080
Epoch 19, 	Batch:3, 	Train Loss = 0.602875, 	Val Loss = 0.358080
Epoch 19, 	Batch:4, 	Train Loss = 0.578977, 	Val Loss = 0.358080
Epoch 19, 	Batch:5, 	Train Loss = 0.622186, 	Val Loss = 0.358080
Epoch 19, 	Batch:6, 	Train Loss = 0.630584, 	Val Loss = 0.358080
Epoch 19, 	Batch:7, 	Train Loss = 0.622873, 	Val Loss = 0.358080
Epoch 20, 	Batch:0, 	Train Loss = 0.367143, 	Val Loss = 0.304643
Epoch 20, 	Batch:1, 	Train Loss = 0.524983, 	Val Loss = 0.304643
Epoch 20, 	Batch:2, 	Train Loss = 0.565424, 	Val Loss = 0.304643
Epoch 20, 	Batch:3, 	Train Loss = 0.639394, 	Val Loss = 0.304643
Epoch 20, 	Batch:4, 	Train Loss = 0.598357, 	Val Loss = 0.304643
Epoch 20, 	Batch:5, 	Train Loss = 0.621065, 	Val Loss = 0.304643
Epoch 20, 	Batch:6, 	Train Loss = 0.642339, 	Val Loss = 0.304643
Epoch 20, 	Batch:7, 	Train Loss = 0.632784, 	Val Loss = 0.304643
Epoch 21, 	Batch:0, 	Train Loss = 0.449195, 	Val Loss = 0.367924
Epoch 21, 	Batch:1, 	Train Loss = 0.535318, 	Val Loss = 0.367924
Epoch 21, 	Batch:2, 	Train Loss = 0.541020, 	Val Loss = 0.367924
Epoch 21, 	Batch:3, 	Train Loss = 0.613030, 	Val Loss = 0.367924
Epoch 21, 	Batch:4, 	Train Loss = 0.583223, 	Val Loss = 0.367924
Epoch 21, 	Batch:5, 	Train Loss = 0.611068, 	Val Loss = 0.367924
Epoch 21, 	Batch:6, 	Train Loss = 0.636841, 	Val Loss = 0.367924
Epoch 21, 	Batch:7, 	Train Loss = 0.627238, 	Val Loss = 0.367924
Epoch 22, 	Batch:0, 	Train Loss = 0.413306, 	Val Loss = 0.363988
Epoch 22, 	Batch:1, 	Train Loss = 0.519065, 	Val Loss = 0.363988
Epoch 22, 	Batch:2, 	Train Loss = 0.506407, 	Val Loss = 0.363988
Epoch 22, 	Batch:3, 	Train Loss = 0.592990, 	Val Loss = 0.363988
Epoch 22, 	Batch:4, 	Train Loss = 0.552602, 	Val Loss = 0.363988
Epoch 22, 	Batch:5, 	Train Loss = 0.582249, 	Val Loss = 0.363988
Epoch 22, 	Batch:6, 	Train Loss = 0.600970, 	Val Loss = 0.363988
Epoch 22, 	Batch:7, 	Train Loss = 0.589957, 	Val Loss = 0.363988
Epoch 23, 	Batch:0, 	Train Loss = 0.370441, 	Val Loss = 0.375855
Epoch 23, 	Batch:1, 	Train Loss = 0.500024, 	Val Loss = 0.375855
Epoch 23, 	Batch:2, 	Train Loss = 0.499280, 	Val Loss = 0.375855
Epoch 23, 	Batch:3, 	Train Loss = 0.587021, 	Val Loss = 0.375855
Epoch 23, 	Batch:4, 	Train Loss = 0.552319, 	Val Loss = 0.375855
Epoch 23, 	Batch:5, 	Train Loss = 0.573313, 	Val Loss = 0.375855
Epoch 23, 	Batch:6, 	Train Loss = 0.604442, 	Val Loss = 0.375855
Epoch 23, 	Batch:7, 	Train Loss = 0.592141, 	Val Loss = 0.375855
Epoch 24, 	Batch:0, 	Train Loss = 0.372127, 	Val Loss = 0.319004
Epoch 24, 	Batch:1, 	Train Loss = 0.490616, 	Val Loss = 0.319004
Epoch 24, 	Batch:2, 	Train Loss = 0.520916, 	Val Loss = 0.319004
Epoch 24, 	Batch:3, 	Train Loss = 0.626098, 	Val Loss = 0.319004
Epoch 24, 	Batch:4, 	Train Loss = 0.596405, 	Val Loss = 0.319004
Epoch 24, 	Batch:5, 	Train Loss = 0.635933, 	Val Loss = 0.319004
Epoch 24, 	Batch:6, 	Train Loss = 0.653783, 	Val Loss = 0.319004
Epoch 24, 	Batch:7, 	Train Loss = 0.649102, 	Val Loss = 0.319004
Epoch 25, 	Batch:0, 	Train Loss = 0.383705, 	Val Loss = 0.366988
Epoch 25, 	Batch:1, 	Train Loss = 0.484310, 	Val Loss = 0.366988
Epoch 25, 	Batch:2, 	Train Loss = 0.469362, 	Val Loss = 0.366988
Epoch 25, 	Batch:3, 	Train Loss = 0.555897, 	Val Loss = 0.366988
Epoch 25, 	Batch:4, 	Train Loss = 0.529291, 	Val Loss = 0.366988
Epoch 25, 	Batch:5, 	Train Loss = 0.565928, 	Val Loss = 0.366988
Epoch 25, 	Batch:6, 	Train Loss = 0.590305, 	Val Loss = 0.366988
Epoch 25, 	Batch:7, 	Train Loss = 0.583090, 	Val Loss = 0.366988
Epoch 26, 	Batch:0, 	Train Loss = 0.370274, 	Val Loss = 0.279641
Epoch 26, 	Batch:1, 	Train Loss = 0.515383, 	Val Loss = 0.279641
Epoch 26, 	Batch:2, 	Train Loss = 0.502829, 	Val Loss = 0.279641
Epoch 26, 	Batch:3, 	Train Loss = 0.561323, 	Val Loss = 0.279641
Epoch 26, 	Batch:4, 	Train Loss = 0.561063, 	Val Loss = 0.279641
Epoch 26, 	Batch:5, 	Train Loss = 0.580178, 	Val Loss = 0.279641
Epoch 26, 	Batch:6, 	Train Loss = 0.604233, 	Val Loss = 0.279641
Epoch 26, 	Batch:7, 	Train Loss = 0.611258, 	Val Loss = 0.279641
Epoch 27, 	Batch:0, 	Train Loss = 0.391830, 	Val Loss = 0.387385
Epoch 27, 	Batch:1, 	Train Loss = 0.443159, 	Val Loss = 0.387385
Epoch 27, 	Batch:2, 	Train Loss = 0.447028, 	Val Loss = 0.387385
Epoch 27, 	Batch:3, 	Train Loss = 0.523201, 	Val Loss = 0.387385
Epoch 27, 	Batch:4, 	Train Loss = 0.495780, 	Val Loss = 0.387385
Epoch 27, 	Batch:5, 	Train Loss = 0.524471, 	Val Loss = 0.387385
Epoch 27, 	Batch:6, 	Train Loss = 0.557172, 	Val Loss = 0.387385
Epoch 27, 	Batch:7, 	Train Loss = 0.561263, 	Val Loss = 0.387385
Epoch 28, 	Batch:0, 	Train Loss = 0.301859, 	Val Loss = 0.326948
Epoch 28, 	Batch:1, 	Train Loss = 0.527517, 	Val Loss = 0.326948
Epoch 28, 	Batch:2, 	Train Loss = 0.528239, 	Val Loss = 0.326948
Epoch 28, 	Batch:3, 	Train Loss = 0.596771, 	Val Loss = 0.326948
Epoch 28, 	Batch:4, 	Train Loss = 0.598355, 	Val Loss = 0.326948
Epoch 28, 	Batch:5, 	Train Loss = 0.623378, 	Val Loss = 0.326948
Epoch 28, 	Batch:6, 	Train Loss = 0.626534, 	Val Loss = 0.326948
Epoch 28, 	Batch:7, 	Train Loss = 0.622209, 	Val Loss = 0.326948
Epoch 29, 	Batch:0, 	Train Loss = 0.392401, 	Val Loss = 0.384792
Epoch 29, 	Batch:1, 	Train Loss = 0.487116, 	Val Loss = 0.384792
Epoch 29, 	Batch:2, 	Train Loss = 0.475747, 	Val Loss = 0.384792
Epoch 29, 	Batch:3, 	Train Loss = 0.527180, 	Val Loss = 0.384792
Epoch 29, 	Batch:4, 	Train Loss = 0.513539, 	Val Loss = 0.384792
