,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,0,2.2792368
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,4,2.060447
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,8,1.7947704
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,12,1.525728
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,16,1.2518573
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,20,1.0248944
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,24,0.81135863
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,28,0.59509385
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,32,0.5166985
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,36,0.5045396
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,40,0.5308865
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,44,0.5440968
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,48,0.54977566
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,52,0.55222404
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,56,0.553024
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,60,0.5519664
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,64,0.5506864
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,68,0.5560264
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,72,0.56348234
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,76,0.5706993
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,80,0.57702005
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,84,0.58269584
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,88,0.5877825
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,92,0.5936818
0,0.10827118147810717,0.10984665009670021,,weights(8)(5)_3.npy,em,5,96,0.6070151
