,vloss,tloss,fidelity,file,train_type,mq,data_idx
0,0.008136718318180074,0.010512011498376597,0.9844466105960227,weights(8)(7)_1.npy,fi,7,0
0,0.008136718318180074,0.010512011498376597,0.9877941099044135,weights(8)(7)_1.npy,fi,7,4
0,0.008136718318180074,0.010512011498376597,0.9930665670591945,weights(8)(7)_1.npy,fi,7,8
0,0.008136718318180074,0.010512011498376597,0.9911233680190505,weights(8)(7)_1.npy,fi,7,12
0,0.008136718318180074,0.010512011498376597,0.9859063633914402,weights(8)(7)_1.npy,fi,7,16
0,0.008136718318180074,0.010512011498376597,0.9820219102874378,weights(8)(7)_1.npy,fi,7,20
0,0.008136718318180074,0.010512011498376597,0.9816102359537252,weights(8)(7)_1.npy,fi,7,24
0,0.008136718318180074,0.010512011498376597,0.982789271108778,weights(8)(7)_1.npy,fi,7,28
0,0.008136718318180074,0.010512011498376597,0.9840942896703099,weights(8)(7)_1.npy,fi,7,32
0,0.008136718318180074,0.010512011498376597,0.9853855074898696,weights(8)(7)_1.npy,fi,7,36
0,0.008136718318180074,0.010512011498376597,0.9866106007463221,weights(8)(7)_1.npy,fi,7,40
0,0.008136718318180074,0.010512011498376597,0.9877011765697002,weights(8)(7)_1.npy,fi,7,44
0,0.008136718318180074,0.010512011498376597,0.988626665032646,weights(8)(7)_1.npy,fi,7,48
0,0.008136718318180074,0.010512011498376597,0.9893881411400006,weights(8)(7)_1.npy,fi,7,52
0,0.008136718318180074,0.010512011498376597,0.9900020281242506,weights(8)(7)_1.npy,fi,7,56
0,0.008136718318180074,0.010512011498376597,0.9904893906978305,weights(8)(7)_1.npy,fi,7,60
0,0.008136718318180074,0.010512011498376597,0.9908711555950539,weights(8)(7)_1.npy,fi,7,64
0,0.008136718318180074,0.010512011498376597,0.9911662202138487,weights(8)(7)_1.npy,fi,7,68
0,0.008136718318180074,0.010512011498376597,0.9913903672455548,weights(8)(7)_1.npy,fi,7,72
0,0.008136718318180074,0.010512011498376597,0.9915568559018726,weights(8)(7)_1.npy,fi,7,76
0,0.008136718318180074,0.010512011498376597,0.9916764053581771,weights(8)(7)_1.npy,fi,7,80
0,0.008136718318180074,0.010512011498376597,0.9917579723491223,weights(8)(7)_1.npy,fi,7,84
0,0.008136718318180074,0.010512011498376597,0.9918087985855736,weights(8)(7)_1.npy,fi,7,88
0,0.008136718318180074,0.010512011498376597,0.9918344592960606,weights(8)(7)_1.npy,fi,7,92
0,0.008136718318180074,0.010512011498376597,0.9918397151363617,weights(8)(7)_1.npy,fi,7,96
