,vloss,tloss,fidelity,file,train_type,mq,data_idx
0,0.15653723395831787,0.13408862382602046,0.8094952715845244,weights(8)(5)_0.npy,fi,5,0
0,0.15653723395831787,0.13408862382602046,0.6340892225530235,weights(8)(5)_0.npy,fi,5,4
0,0.15653723395831787,0.13408862382602046,0.6923283661182682,weights(8)(5)_0.npy,fi,5,8
0,0.15653723395831787,0.13408862382602046,0.7484834565025532,weights(8)(5)_0.npy,fi,5,12
0,0.15653723395831787,0.13408862382602046,0.8057542869749362,weights(8)(5)_0.npy,fi,5,16
0,0.15653723395831787,0.13408862382602046,0.8649775095677643,weights(8)(5)_0.npy,fi,5,20
0,0.15653723395831787,0.13408862382602046,0.9103295464659272,weights(8)(5)_0.npy,fi,5,24
0,0.15653723395831787,0.13408862382602046,0.9240952279146282,weights(8)(5)_0.npy,fi,5,28
0,0.15653723395831787,0.13408862382602046,0.9175111943974056,weights(8)(5)_0.npy,fi,5,32
0,0.15653723395831787,0.13408862382602046,0.9058118440370942,weights(8)(5)_0.npy,fi,5,36
0,0.15653723395831787,0.13408862382602046,0.8944014320670821,weights(8)(5)_0.npy,fi,5,40
0,0.15653723395831787,0.13408862382602046,0.8842590826664544,weights(8)(5)_0.npy,fi,5,44
0,0.15653723395831787,0.13408862382602046,0.8753217272753753,weights(8)(5)_0.npy,fi,5,48
0,0.15653723395831787,0.13408862382602046,0.8673839473908613,weights(8)(5)_0.npy,fi,5,52
0,0.15653723395831787,0.13408862382602046,0.8602688391573582,weights(8)(5)_0.npy,fi,5,56
0,0.15653723395831787,0.13408862382602046,0.853842688462689,weights(8)(5)_0.npy,fi,5,60
0,0.15653723395831787,0.13408862382602046,0.8480042876211831,weights(8)(5)_0.npy,fi,5,64
0,0.15653723395831787,0.13408862382602046,0.8426749054063564,weights(8)(5)_0.npy,fi,5,68
0,0.15653723395831787,0.13408862382602046,0.8377911351556773,weights(8)(5)_0.npy,fi,5,72
0,0.15653723395831787,0.13408862382602046,0.8333005326210431,weights(8)(5)_0.npy,fi,5,76
0,0.15653723395831787,0.13408862382602046,0.8291589325935953,weights(8)(5)_0.npy,fi,5,80
0,0.15653723395831787,0.13408862382602046,0.8253286611804176,weights(8)(5)_0.npy,fi,5,84
0,0.15653723395831787,0.13408862382602046,0.8217772560004049,weights(8)(5)_0.npy,fi,5,88
0,0.15653723395831787,0.13408862382602046,0.818476459610395,weights(8)(5)_0.npy,fi,5,92
0,0.15653723395831787,0.13408862382602046,0.8154016576434684,weights(8)(5)_0.npy,fi,5,96
