,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,0,7.6174703
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,4,1.9583275
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,8,1.6583725
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,12,1.367155
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,16,1.1225444
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,20,0.9083072
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,24,0.69188464
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,28,0.5497717
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,32,0.4814421
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,36,0.46932387
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,40,0.47424656
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,44,0.47712973
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,48,0.4741163
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,52,0.47474197
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,56,0.49210668
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,60,0.507496
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,64,0.53580034
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,68,0.56100297
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,72,0.583308
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,76,0.603198
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,80,0.6210517
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,84,0.63717127
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,88,0.6518005
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,92,0.6651393
0,0.11211084854591552,0.16476199094054905,,weights(8)(4)_1.npy,em,4,96,0.67735255
