,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,0,0.256641
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,4,0.17809218
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,8,0.1238729
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,12,0.13669759
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,16,0.18493855
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,20,0.18716332
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,24,0.17530884
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,28,0.17967772
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,32,0.17802328
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,36,0.17015398
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,40,0.1606499
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,44,0.15105468
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,48,0.14200835
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,52,0.13369662
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,56,0.12627059
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,60,0.11957517
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,64,0.1134987
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,68,0.10797622
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,72,0.10294608
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,76,0.09835235
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,80,0.094145365
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,84,0.090614505
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,88,0.08824877
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,92,0.086062714
0,0.007600644283571517,0.009234073003597335,,weights(8)(7)_3.npy,em,7,96,0.084038705
