,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,0,1.7389739
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,4,2.243918
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,8,2.0232923
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,12,1.8404974
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,16,1.6595087
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,20,1.4133712
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,24,1.1388063
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,28,0.9059869
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,32,0.8371521
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,36,0.8548845
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,40,0.8675433
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,44,0.8757048
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,48,0.87793624
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,52,0.8767088
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,56,0.8873789
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,60,0.9166851
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,64,0.9433798
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,68,0.96864665
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,72,0.9924911
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,76,1.0136185
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,80,1.0324649
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,84,1.0493776
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,88,1.0646373
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,92,1.0784729
0,0.20048189972071995,0.20609078450770987,,weights(8)(4)_0.npy,em,4,96,1.0910734
