,vloss,tloss,EM_dist,file,train_type,mq,data_idx
0,0.51164610213678,0.41536621351721825,5.499654,weights(8)(3)_2.npy,em4,3,0
0,0.51164610213678,0.41536621351721825,3.771889,weights(8)(3)_2.npy,em4,3,4
0,0.51164610213678,0.41536621351721825,3.6909401,weights(8)(3)_2.npy,em4,3,8
0,0.51164610213678,0.41536621351721825,3.543258,weights(8)(3)_2.npy,em4,3,12
0,0.51164610213678,0.41536621351721825,3.2877774,weights(8)(3)_2.npy,em4,3,16
0,0.51164610213678,0.41536621351721825,2.8320777,weights(8)(3)_2.npy,em4,3,20
0,0.51164610213678,0.41536621351721825,2.1522427,weights(8)(3)_2.npy,em4,3,24
0,0.51164610213678,0.41536621351721825,1.5113859,weights(8)(3)_2.npy,em4,3,28
0,0.51164610213678,0.41536621351721825,1.0947746,weights(8)(3)_2.npy,em4,3,32
0,0.51164610213678,0.41536621351721825,0.8812866,weights(8)(3)_2.npy,em4,3,36
0,0.51164610213678,0.41536621351721825,0.74106765,weights(8)(3)_2.npy,em4,3,40
0,0.51164610213678,0.41536621351721825,0.6784636,weights(8)(3)_2.npy,em4,3,44
0,0.51164610213678,0.41536621351721825,0.658951,weights(8)(3)_2.npy,em4,3,48
0,0.51164610213678,0.41536621351721825,0.64759755,weights(8)(3)_2.npy,em4,3,52
0,0.51164610213678,0.41536621351721825,0.6396519,weights(8)(3)_2.npy,em4,3,56
0,0.51164610213678,0.41536621351721825,0.6405423,weights(8)(3)_2.npy,em4,3,60
0,0.51164610213678,0.41536621351721825,0.6418786,weights(8)(3)_2.npy,em4,3,64
0,0.51164610213678,0.41536621351721825,0.6459602,weights(8)(3)_2.npy,em4,3,68
0,0.51164610213678,0.41536621351721825,0.65066016,weights(8)(3)_2.npy,em4,3,72
0,0.51164610213678,0.41536621351721825,0.66003376,weights(8)(3)_2.npy,em4,3,76
0,0.51164610213678,0.41536621351721825,0.6684208,weights(8)(3)_2.npy,em4,3,80
0,0.51164610213678,0.41536621351721825,0.6759725,weights(8)(3)_2.npy,em4,3,84
0,0.51164610213678,0.41536621351721825,0.6828102,weights(8)(3)_2.npy,em4,3,88
0,0.51164610213678,0.41536621351721825,0.68903214,weights(8)(3)_2.npy,em4,3,92
0,0.51164610213678,0.41536621351721825,0.6947192,weights(8)(3)_2.npy,em4,3,96
