,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,0,4.237386
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,4,3.3424556
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,8,3.0285316
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,12,2.732663
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,16,2.3730392
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,20,1.9142709
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,24,1.3850613
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,28,0.9954102
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,32,0.7661067
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,36,0.6545038
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,40,0.58710754
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,44,0.55071145
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,48,0.55884033
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,52,0.5656725
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,56,0.5742264
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,60,0.5872068
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,64,0.59789497
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,68,0.6067951
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,72,0.61428
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,76,0.6225652
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,80,0.63120645
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,84,0.63905543
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,88,0.646018
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,92,0.65223473
0,0.23682931359490123,0.2132763677340484,,weights(8)(4)_4.npy,em,4,96,0.65781844
