,vloss,tloss,EM_dist,file,train_type,mq,data_idx
0,0.06885161380659363,0.06525690917139707,0.59836584,weights(8)(6)_2.npy,em4,6,0
0,0.06885161380659363,0.06525690917139707,0.67298186,weights(8)(6)_2.npy,em4,6,4
0,0.06885161380659363,0.06525690917139707,0.59259087,weights(8)(6)_2.npy,em4,6,8
0,0.06885161380659363,0.06525690917139707,0.51010597,weights(8)(6)_2.npy,em4,6,12
0,0.06885161380659363,0.06525690917139707,0.4292427,weights(8)(6)_2.npy,em4,6,16
0,0.06885161380659363,0.06525690917139707,0.35124773,weights(8)(6)_2.npy,em4,6,20
0,0.06885161380659363,0.06525690917139707,0.27045122,weights(8)(6)_2.npy,em4,6,24
0,0.06885161380659363,0.06525690917139707,0.21250014,weights(8)(6)_2.npy,em4,6,28
0,0.06885161380659363,0.06525690917139707,0.18415612,weights(8)(6)_2.npy,em4,6,32
0,0.06885161380659363,0.06525690917139707,0.16265637,weights(8)(6)_2.npy,em4,6,36
0,0.06885161380659363,0.06525690917139707,0.16200882,weights(8)(6)_2.npy,em4,6,40
0,0.06885161380659363,0.06525690917139707,0.16970949,weights(8)(6)_2.npy,em4,6,44
0,0.06885161380659363,0.06525690917139707,0.17427728,weights(8)(6)_2.npy,em4,6,48
0,0.06885161380659363,0.06525690917139707,0.1752658,weights(8)(6)_2.npy,em4,6,52
0,0.06885161380659363,0.06525690917139707,0.17417641,weights(8)(6)_2.npy,em4,6,56
0,0.06885161380659363,0.06525690917139707,0.1757386,weights(8)(6)_2.npy,em4,6,60
0,0.06885161380659363,0.06525690917139707,0.1867088,weights(8)(6)_2.npy,em4,6,64
0,0.06885161380659363,0.06525690917139707,0.1962666,weights(8)(6)_2.npy,em4,6,68
0,0.06885161380659363,0.06525690917139707,0.20471004,weights(8)(6)_2.npy,em4,6,72
0,0.06885161380659363,0.06525690917139707,0.2122525,weights(8)(6)_2.npy,em4,6,76
0,0.06885161380659363,0.06525690917139707,0.22067949,weights(8)(6)_2.npy,em4,6,80
0,0.06885161380659363,0.06525690917139707,0.22913076,weights(8)(6)_2.npy,em4,6,84
0,0.06885161380659363,0.06525690917139707,0.23685434,weights(8)(6)_2.npy,em4,6,88
0,0.06885161380659363,0.06525690917139707,0.24394281,weights(8)(6)_2.npy,em4,6,92
0,0.06885161380659363,0.06525690917139707,0.2512213,weights(8)(6)_2.npy,em4,6,96
