,vloss,tloss,file,train_type,mq,data_idx,EM_dist
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,0,6.9288
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,4,4.898018
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,8,4.504182
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,12,4.1365867
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,16,3.7065527
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,20,3.099481
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,24,2.415248
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,28,1.7380124
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,32,1.3409772
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,36,1.1162295
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,40,1.0273381
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,44,0.9922256
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,48,0.96704376
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,52,0.9480299
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,56,0.935327
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,60,0.931042
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,64,0.9351778
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,68,0.9398564
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,72,0.9438088
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,76,0.94716936
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,80,0.9550837
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,84,0.9699419
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,88,0.9834763
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,92,0.99584997
0,0.6243327591178387,0.6803709664744905,weights(8)(2)_1.npy,fi,2,96,1.0072026
