,vloss,tloss,file,train_type,mq,data_idx,EM_dist
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,0,0.5732936
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,4,0.48690477
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,8,0.40690643
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,12,0.3427355
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,16,0.2994448
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,20,0.28685972
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,24,0.29648566
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,28,0.2982739
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,32,0.280741
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,36,0.26586148
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,40,0.26969945
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,44,0.26866764
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,48,0.26414797
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,52,0.25804448
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,56,0.2513138
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,60,0.2444491
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,64,0.2377067
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,68,0.23121716
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,72,0.2250421
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,76,0.21920481
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,80,0.2137074
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,84,0.20854025
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,88,0.20368755
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,92,0.19913062
0,0.03904099787961787,0.04243187851035269,weights(8)(7)_2.npy,fi,7,96,0.19606896
