,vloss,tloss,file,train_type,mq,data_idx,EM_dist
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,0,6.318668
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,4,4.9564304
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,8,4.5806675
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,12,4.1563864
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,16,3.6947057
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,20,3.1151364
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,24,2.3440502
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,28,1.6363668
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,32,1.2152656
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,36,0.98919374
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,40,0.8593148
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,44,0.8220299
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,48,0.8167108
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,52,0.8160908
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,56,0.81493336
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,60,0.82244456
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,64,0.84720695
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,68,0.8711498
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,72,0.8916536
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,76,0.91028774
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,80,0.9297162
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,84,0.9470399
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,88,0.9625833
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,92,0.9766061
0,0.529493438593616,0.6580229449069324,weights(8)(2)_2.npy,fi,2,96,0.9893209
