,vloss,tloss,file,train_type,mq,data_idx,EM_dist
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,0,2.6744082
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,4,1.9205759
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,8,1.7268198
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,12,1.5256091
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,16,1.3227446
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,20,1.0627116
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,24,0.8137915
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,28,0.6416009
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,32,0.5996314
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,36,0.6033646
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,40,0.61985934
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,44,0.645098
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,48,0.66475475
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,52,0.6802745
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,56,0.69275546
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,60,0.7034642
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,64,0.71209955
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,68,0.7191615
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,72,0.7250059
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,76,0.72989273
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,80,0.73401594
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,84,0.73752236
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,88,0.74052614
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,92,0.743115
0,0.2906216368702735,0.3239748838392425,weights(8)(5)_0.npy,fi,5,96,0.7454455
