,vloss,tloss,file,train_type,mq,data_idx,EM_dist
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,0,8.137832
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,4,5.501521
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,8,5.015325
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,12,4.489113
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,16,3.8713274
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,20,3.0798972
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,24,2.1447892
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,28,1.3350236
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,32,0.8766899
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,36,0.6825789
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,40,0.6013857
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,44,0.5919537
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,48,0.58663255
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,52,0.58625
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,56,0.59997797
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,60,0.61167705
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,64,0.6209907
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,68,0.62851346
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,72,0.63466495
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,76,0.63988155
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,80,0.6460887
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,84,0.65131897
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,88,0.65575886
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,92,0.6595524
0,0.6390521791582635,0.7502975921961873,weights(8)(1)_3.npy,fi,1,96,0.6628134
