,vloss,tloss,file,train_type,mq,data_idx,EM_dist
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,0,1.1710052
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,4,1.9505665
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,8,1.839518
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,12,1.762395
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,16,1.639586
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,20,1.4013861
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,24,1.0565017
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,28,0.76655924
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,32,0.61725134
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,36,0.5338846
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,40,0.4974933
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,44,0.48234025
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,48,0.47814164
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,52,0.47612855
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,56,0.4749273
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,60,0.47321156
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,64,0.4711293
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,68,0.4688946
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,72,0.47301078
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,76,0.47855583
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,80,0.48384732
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,84,0.4884951
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,88,0.49261168
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,92,0.49628466
0,0.26349228261497004,0.28800153921214366,weights(8)(5)_3.npy,fi,5,96,0.49958324
