,vloss,tloss,file,train_type,mq,data_idx,EM_dist
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,0,2.5789404
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,4,2.499734
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,8,2.4007797
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,12,2.2911942
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,16,2.1409993
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,20,1.9208996
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,24,1.597021
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,28,1.2956481
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,32,1.0675242
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,36,0.90550673
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,40,0.78964704
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,44,0.71210146
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,48,0.6544734
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,52,0.6098623
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,56,0.5742819
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,60,0.5442666
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,64,0.5185306
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,68,0.49617445
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,72,0.47654498
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,76,0.459154
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,80,0.44362742
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,84,0.42967245
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,88,0.41705662
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,92,0.4055918
0,0.17689032606948557,0.4153385323717618,weights(8)(4)_1.npy,fi,4,96,0.39512464
