,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,0,7.691584
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,4,3.1105537
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,8,2.6353412
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,12,2.2104678
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,16,1.8134391
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,20,1.4231554
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,24,1.0440251
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,28,0.76072794
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,32,0.6113047
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,36,0.5521681
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,40,0.56118447
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,44,0.5927039
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,48,0.6120264
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,52,0.62768155
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,56,0.6444411
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,60,0.6571127
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,64,0.66681635
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,68,0.67432076
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,72,0.6801676
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,76,0.6847472
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,80,0.6908547
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,84,0.69689584
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,88,0.7062902
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,92,0.71625775
0,0.12721813177995114,0.15187346321227735,,weights(8)(2)_2.npy,fi,2,96,0.72621447
