,vloss,tloss,file,train_type,mq,data_idx,EM_dist
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,0,7.8040876
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,4,3.9445174
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,8,3.489153
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,12,3.039976
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,16,2.5577772
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,20,1.9901398
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,24,1.3378267
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,28,0.7775648
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,32,0.41398448
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,36,0.27135274
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,40,0.22294939
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,44,0.21481395
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,48,0.260042
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,52,0.29717028
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,56,0.32573566
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,60,0.34963292
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,64,0.3763806
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,68,0.39951545
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,72,0.41885218
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,76,0.4351947
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,80,0.4491414
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,84,0.46114576
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,88,0.4715582
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,92,0.4806511
0,0.1912997209088868,0.19631415822435863,weights(8)(1)_3.npy,fi,1,96,0.48864236
