,vloss,tloss,file,train_type,mq,data_idx,EM_dist
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,0,7.884203
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,4,3.7089598
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,8,3.2495584
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,12,2.7886913
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,16,2.3036582
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,20,1.7525778
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,24,1.1374822
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,28,0.61425644
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,32,0.29214707
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,36,0.26409966
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,40,0.2917742
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,44,0.32496497
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,48,0.35348606
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,52,0.38122424
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,56,0.41859385
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,60,0.45191333
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,64,0.47996837
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,68,0.50317305
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,72,0.52261364
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,76,0.5390817
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,80,0.5531669
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,84,0.56531715
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,88,0.5758789
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,92,0.5851218
0,0.15338926547318668,0.19172302674617375,weights(8)(1)_2.npy,fi,1,96,0.59326154
