,vloss,tloss,file,train_type,mq,data_idx,EM_dist
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,0,7.964221
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,4,2.807969
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,8,2.4442382
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,12,2.0985372
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,16,1.7983326
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,20,1.5004053
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,24,1.1821603
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,28,0.8725005
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,32,0.6534059
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,36,0.54146534
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,40,0.53564733
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,44,0.55550426
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,48,0.5682601
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,52,0.57775205
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,56,0.5833318
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,60,0.58642054
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,64,0.58788323
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,68,0.58826625
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,72,0.5879246
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,76,0.58709437
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,80,0.58593667
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,84,0.5845625
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,88,0.5832335
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,92,0.5904715
0,0.1607541636806873,0.14630044245415655,weights(8)(3)_2.npy,fi,3,96,0.5970273
