,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,0,0.7184665
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,4,0.54593176
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,8,0.4432621
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,12,0.3594618
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,16,0.31301844
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,20,0.2637958
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,24,0.20965597
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,28,0.19276674
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,32,0.18714449
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,36,0.18002807
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,40,0.16950777
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,44,0.16350722
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,48,0.15824011
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,52,0.15179828
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,56,0.14496078
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,60,0.14478949
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,64,0.14694856
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,68,0.14859413
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,72,0.14985968
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,76,0.15093067
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,80,0.15178081
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,84,0.15628803
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,88,0.1618852
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,92,0.16702792
0,0.011968188138458208,0.019858998956075076,,weights(8)(7)_1.npy,fi,7,96,0.1717694
