,vloss,tloss,file,train_type,mq,data_idx,EM_dist
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,0,0.19882886
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,4,0.119239904
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,8,0.073223755
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,12,0.04160439
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,16,0.057636693
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,20,0.08040559
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,24,0.094911605
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,28,0.10608763
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,32,0.105201185
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,36,0.096277416
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,40,0.08963301
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,44,0.08503652
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,48,0.08087283
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,52,0.07687741
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,56,0.07327291
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,60,0.07007311
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,64,0.06717866
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,68,0.06693284
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,72,0.06966763
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,76,0.072135985
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,80,0.07437395
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,84,0.076411545
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,88,0.07827397
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,92,0.079982445
0,0.002452882877450435,0.0032969674146565765,weights(8)(7)_2.npy,fi,7,96,0.08157582
