,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,0,8.042795
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,4,4.565494
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,8,4.100288
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,12,3.614404
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,16,3.0675995
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,20,2.3992572
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,24,1.6391473
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,28,0.99406135
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,32,0.5702443
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,36,0.32915574
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,40,0.20117071
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,44,0.19553435
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,48,0.23168077
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,52,0.2688842
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,56,0.30409363
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,60,0.33207217
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,64,0.35473555
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,68,0.37640563
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,72,0.39486393
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,76,0.41139466
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,80,0.4275666
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,84,0.44168693
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,88,0.45410597
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,92,0.46509895
0,0.13416299213712218,0.2220183786982099,,weights(8)(1)_1.npy,fi,1,96,0.47488764
