,vloss,tloss,fidelity,file,train_type,mq,data_idx
0,0.11211084854591552,0.16476199094054905,0.14049625997011325,weights(8)(4)_1.npy,fi,4,0
0,0.11211084854591552,0.16476199094054905,0.5546195709253002,weights(8)(4)_1.npy,fi,4,4
0,0.11211084854591552,0.16476199094054905,0.6226735578674202,weights(8)(4)_1.npy,fi,4,8
0,0.11211084854591552,0.16476199094054905,0.6865631273023534,weights(8)(4)_1.npy,fi,4,12
0,0.11211084854591552,0.16476199094054905,0.7471157738292861,weights(8)(4)_1.npy,fi,4,16
0,0.11211084854591552,0.16476199094054905,0.8064188286610208,weights(8)(4)_1.npy,fi,4,20
0,0.11211084854591552,0.16476199094054905,0.8603810462704613,weights(8)(4)_1.npy,fi,4,24
0,0.11211084854591552,0.16476199094054905,0.8989991719801093,weights(8)(4)_1.npy,fi,4,28
0,0.11211084854591552,0.16476199094054905,0.9216640829210587,weights(8)(4)_1.npy,fi,4,32
0,0.11211084854591552,0.16476199094054905,0.9343990419992749,weights(8)(4)_1.npy,fi,4,36
0,0.11211084854591552,0.16476199094054905,0.9416380997358629,weights(8)(4)_1.npy,fi,4,40
0,0.11211084854591552,0.16476199094054905,0.945686487105605,weights(8)(4)_1.npy,fi,4,44
0,0.11211084854591552,0.16476199094054905,0.9477609714335511,weights(8)(4)_1.npy,fi,4,48
0,0.11211084854591552,0.16476199094054905,0.9485631293685335,weights(8)(4)_1.npy,fi,4,52
0,0.11211084854591552,0.16476199094054905,0.9485274948014205,weights(8)(4)_1.npy,fi,4,56
0,0.11211084854591552,0.16476199094054905,0.9479359671014044,weights(8)(4)_1.npy,fi,4,60
0,0.11211084854591552,0.16476199094054905,0.9469773638386727,weights(8)(4)_1.npy,fi,4,64
0,0.11211084854591552,0.16476199094054905,0.9457801950396099,weights(8)(4)_1.npy,fi,4,68
0,0.11211084854591552,0.16476199094054905,0.9444329944257298,weights(8)(4)_1.npy,fi,4,72
0,0.11211084854591552,0.16476199094054905,0.942997598073432,weights(8)(4)_1.npy,fi,4,76
0,0.11211084854591552,0.16476199094054905,0.9415170049242185,weights(8)(4)_1.npy,fi,4,80
0,0.11211084854591552,0.16476199094054905,0.9400210898515744,weights(8)(4)_1.npy,fi,4,84
0,0.11211084854591552,0.16476199094054905,0.9385310787522214,weights(8)(4)_1.npy,fi,4,88
0,0.11211084854591552,0.16476199094054905,0.9370612815197613,weights(8)(4)_1.npy,fi,4,92
0,0.11211084854591552,0.16476199094054905,0.9356213884038069,weights(8)(4)_1.npy,fi,4,96
