,vloss,tloss,fidelity,file,train_type,mq,data_idx
0,0.0466802485087652,0.055657996653836715,0.7784741283723055,weights(8)(6)_3.npy,fi,6,0
0,0.0466802485087652,0.055657996653836715,0.8026641422491264,weights(8)(6)_3.npy,fi,6,4
0,0.0466802485087652,0.055657996653836715,0.8334810347916849,weights(8)(6)_3.npy,fi,6,8
0,0.0466802485087652,0.055657996653836715,0.8554339576139964,weights(8)(6)_3.npy,fi,6,12
0,0.0466802485087652,0.055657996653836715,0.8736796729883447,weights(8)(6)_3.npy,fi,6,16
0,0.0466802485087652,0.055657996653836715,0.8964914985411424,weights(8)(6)_3.npy,fi,6,20
0,0.0466802485087652,0.055657996653836715,0.9266966827426822,weights(8)(6)_3.npy,fi,6,24
0,0.0466802485087652,0.055657996653836715,0.9535540172001199,weights(8)(6)_3.npy,fi,6,28
0,0.0466802485087652,0.055657996653836715,0.9695054655109862,weights(8)(6)_3.npy,fi,6,32
0,0.0466802485087652,0.055657996653836715,0.9769679575341915,weights(8)(6)_3.npy,fi,6,36
0,0.0466802485087652,0.055657996653836715,0.9795870850778277,weights(8)(6)_3.npy,fi,6,40
0,0.0466802485087652,0.055657996653836715,0.9795603178972361,weights(8)(6)_3.npy,fi,6,44
0,0.0466802485087652,0.055657996653836715,0.9780720356623233,weights(8)(6)_3.npy,fi,6,48
0,0.0466802485087652,0.055657996653836715,0.9757777840005386,weights(8)(6)_3.npy,fi,6,52
0,0.0466802485087652,0.055657996653836715,0.9730555973569138,weights(8)(6)_3.npy,fi,6,56
0,0.0466802485087652,0.055657996653836715,0.9701302667325024,weights(8)(6)_3.npy,fi,6,60
0,0.0466802485087652,0.055657996653836715,0.9671379842234019,weights(8)(6)_3.npy,fi,6,64
0,0.0466802485087652,0.055657996653836715,0.9641614413398676,weights(8)(6)_3.npy,fi,6,68
0,0.0466802485087652,0.055657996653836715,0.9612504106920482,weights(8)(6)_3.npy,fi,6,72
0,0.0466802485087652,0.055657996653836715,0.9584337363513086,weights(8)(6)_3.npy,fi,6,76
0,0.0466802485087652,0.055657996653836715,0.9557276169830974,weights(8)(6)_3.npy,fi,6,80
0,0.0466802485087652,0.055657996653836715,0.9531393267177651,weights(8)(6)_3.npy,fi,6,84
0,0.0466802485087652,0.055657996653836715,0.9506710687877865,weights(8)(6)_3.npy,fi,6,88
0,0.0466802485087652,0.055657996653836715,0.9483215501958085,weights(8)(6)_3.npy,fi,6,92
0,0.0466802485087652,0.055657996653836715,0.9460873423972336,weights(8)(6)_3.npy,fi,6,96
