,vloss,tloss,EM_dist,file,train_type,mq,data_idx
0,0.007187898324089131,0.008559607721329892,0.18404406,weights(8)(7)_0.npy,em4,7,0
0,0.007187898324089131,0.008559607721329892,0.102285326,weights(8)(7)_0.npy,em4,7,4
0,0.007187898324089131,0.008559607721329892,0.06149834,weights(8)(7)_0.npy,em4,7,8
0,0.007187898324089131,0.008559607721329892,0.031610128,weights(8)(7)_0.npy,em4,7,12
0,0.007187898324089131,0.008559607721329892,0.013949709,weights(8)(7)_0.npy,em4,7,16
0,0.007187898324089131,0.008559607721329892,0.021158729,weights(8)(7)_0.npy,em4,7,20
0,0.007187898324089131,0.008559607721329892,0.04142878,weights(8)(7)_0.npy,em4,7,24
0,0.007187898324089131,0.008559607721329892,0.060193777,weights(8)(7)_0.npy,em4,7,28
0,0.007187898324089131,0.008559607721329892,0.070975065,weights(8)(7)_0.npy,em4,7,32
0,0.007187898324089131,0.008559607721329892,0.07600481,weights(8)(7)_0.npy,em4,7,36
0,0.007187898324089131,0.008559607721329892,0.07694725,weights(8)(7)_0.npy,em4,7,40
0,0.007187898324089131,0.008559607721329892,0.07585283,weights(8)(7)_0.npy,em4,7,44
0,0.007187898324089131,0.008559607721329892,0.07380694,weights(8)(7)_0.npy,em4,7,48
0,0.007187898324089131,0.008559607721329892,0.07135239,weights(8)(7)_0.npy,em4,7,52
0,0.007187898324089131,0.008559607721329892,0.068759255,weights(8)(7)_0.npy,em4,7,56
0,0.007187898324089131,0.008559607721329892,0.066361025,weights(8)(7)_0.npy,em4,7,60
0,0.007187898324089131,0.008559607721329892,0.06739344,weights(8)(7)_0.npy,em4,7,64
0,0.007187898324089131,0.008559607721329892,0.06828904,weights(8)(7)_0.npy,em4,7,68
0,0.007187898324089131,0.008559607721329892,0.06941794,weights(8)(7)_0.npy,em4,7,72
0,0.007187898324089131,0.008559607721329892,0.07246831,weights(8)(7)_0.npy,em4,7,76
0,0.007187898324089131,0.008559607721329892,0.0752601,weights(8)(7)_0.npy,em4,7,80
0,0.007187898324089131,0.008559607721329892,0.07782231,weights(8)(7)_0.npy,em4,7,84
0,0.007187898324089131,0.008559607721329892,0.08018031,weights(8)(7)_0.npy,em4,7,88
0,0.007187898324089131,0.008559607721329892,0.082356304,weights(8)(7)_0.npy,em4,7,92
0,0.007187898324089131,0.008559607721329892,0.084369615,weights(8)(7)_0.npy,em4,7,96
