,vloss,tloss,fidelity,file,train_type,mq,data_idx
0,0.010883124723160848,0.015046055520847345,0.9290929061800323,weights(8)(7)_3.npy,fi,7,0
0,0.010883124723160848,0.015046055520847345,0.9294556729663647,weights(8)(7)_3.npy,fi,7,4
0,0.010883124723160848,0.015046055520847345,0.949351764396968,weights(8)(7)_3.npy,fi,7,8
0,0.010883124723160848,0.015046055520847345,0.9634735315834433,weights(8)(7)_3.npy,fi,7,12
0,0.010883124723160848,0.015046055520847345,0.973295881433855,weights(8)(7)_3.npy,fi,7,16
0,0.010883124723160848,0.015046055520847345,0.9805454592527919,weights(8)(7)_3.npy,fi,7,20
0,0.010883124723160848,0.015046055520847345,0.9862319598561722,weights(8)(7)_3.npy,fi,7,24
0,0.010883124723160848,0.015046055520847345,0.9899821471623123,weights(8)(7)_3.npy,fi,7,28
0,0.010883124723160848,0.015046055520847345,0.9918482231122638,weights(8)(7)_3.npy,fi,7,32
0,0.010883124723160848,0.015046055520847345,0.9925186441650132,weights(8)(7)_3.npy,fi,7,36
0,0.010883124723160848,0.015046055520847345,0.9925158541206531,weights(8)(7)_3.npy,fi,7,40
0,0.010883124723160848,0.015046055520847345,0.9921298366103835,weights(8)(7)_3.npy,fi,7,44
0,0.010883124723160848,0.015046055520847345,0.9915231338703195,weights(8)(7)_3.npy,fi,7,48
0,0.010883124723160848,0.015046055520847345,0.9907926617696747,weights(8)(7)_3.npy,fi,7,52
0,0.010883124723160848,0.015046055520847345,0.9899980021458009,weights(8)(7)_3.npy,fi,7,56
0,0.010883124723160848,0.015046055520847345,0.9891763747220932,weights(8)(7)_3.npy,fi,7,60
0,0.010883124723160848,0.015046055520847345,0.9883515009316539,weights(8)(7)_3.npy,fi,7,64
0,0.010883124723160848,0.015046055520847345,0.9875381657686065,weights(8)(7)_3.npy,fi,7,68
0,0.010883124723160848,0.015046055520847345,0.9867456934181612,weights(8)(7)_3.npy,fi,7,72
0,0.010883124723160848,0.015046055520847345,0.9859791182795631,weights(8)(7)_3.npy,fi,7,76
0,0.010883124723160848,0.015046055520847345,0.9852417236269767,weights(8)(7)_3.npy,fi,7,80
0,0.010883124723160848,0.015046055520847345,0.984534793281382,weights(8)(7)_3.npy,fi,7,84
0,0.010883124723160848,0.015046055520847345,0.9838584024325544,weights(8)(7)_3.npy,fi,7,88
0,0.010883124723160848,0.015046055520847345,0.9832122952116236,weights(8)(7)_3.npy,fi,7,92
0,0.010883124723160848,0.015046055520847345,0.9825956676343496,weights(8)(7)_3.npy,fi,7,96
