,vloss,tloss,fidelity,file,train_type,mq,data_idx
0,0.15603927522489247,0.16585582661110307,0.18067218336637203,weights(8)(4)_1.npy,fi,4,0
0,0.15603927522489247,0.16585582661110307,0.17744136852857673,weights(8)(4)_1.npy,fi,4,4
0,0.15603927522489247,0.16585582661110307,0.2056259801487709,weights(8)(4)_1.npy,fi,4,8
0,0.15603927522489247,0.16585582661110307,0.2469050378179965,weights(8)(4)_1.npy,fi,4,12
0,0.15603927522489247,0.16585582661110307,0.31568007704468737,weights(8)(4)_1.npy,fi,4,16
0,0.15603927522489247,0.16585582661110307,0.4348151436452804,weights(8)(4)_1.npy,fi,4,20
0,0.15603927522489247,0.16585582661110307,0.6022681601531175,weights(8)(4)_1.npy,fi,4,24
0,0.15603927522489247,0.16585582661110307,0.7526667774075926,weights(8)(4)_1.npy,fi,4,28
0,0.15603927522489247,0.16585582661110307,0.8447117196011174,weights(8)(4)_1.npy,fi,4,32
0,0.15603927522489247,0.16585582661110307,0.8937672277256459,weights(8)(4)_1.npy,fi,4,36
0,0.15603927522489247,0.16585582661110307,0.9201037048757827,weights(8)(4)_1.npy,fi,4,40
0,0.15603927522489247,0.16585582661110307,0.9347953210301055,weights(8)(4)_1.npy,fi,4,44
0,0.15603927522489247,0.16585582661110307,0.9431931106046397,weights(8)(4)_1.npy,fi,4,48
0,0.15603927522489247,0.16585582661110307,0.9479723437412179,weights(8)(4)_1.npy,fi,4,52
0,0.15603927522489247,0.16585582661110307,0.9505625825389693,weights(8)(4)_1.npy,fi,4,56
0,0.15603927522489247,0.16585582661110307,0.9517779969655514,weights(8)(4)_1.npy,fi,4,60
0,0.15603927522489247,0.16585582661110307,0.952107364328672,weights(8)(4)_1.npy,fi,4,64
0,0.15603927522489247,0.16585582661110307,0.9518573651580793,weights(8)(4)_1.npy,fi,4,68
0,0.15603927522489247,0.16585582661110307,0.9512261189174827,weights(8)(4)_1.npy,fi,4,72
0,0.15603927522489247,0.16585582661110307,0.9503452878600446,weights(8)(4)_1.npy,fi,4,76
0,0.15603927522489247,0.16585582661110307,0.9493039190577919,weights(8)(4)_1.npy,fi,4,80
0,0.15603927522489247,0.16585582661110307,0.9481631404710248,weights(8)(4)_1.npy,fi,4,84
0,0.15603927522489247,0.16585582661110307,0.9469652544066928,weights(8)(4)_1.npy,fi,4,88
0,0.15603927522489247,0.16585582661110307,0.9457401240661042,weights(8)(4)_1.npy,fi,4,92
0,0.15603927522489247,0.16585582661110307,0.944508193183145,weights(8)(4)_1.npy,fi,4,96
