,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,0,2.185363
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,4,2.2211776
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,8,1.9057459
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,12,1.6394926
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,16,1.34229
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,20,1.0294918
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,24,0.74643946
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,28,0.56433225
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,32,0.53977996
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,36,0.56502086
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,40,0.5910245
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,44,0.5991276
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,48,0.6030816
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,52,0.60449743
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,56,0.6031265
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,60,0.60014784
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,64,0.59625745
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,68,0.59187746
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,72,0.598587
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,76,0.6129153
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,80,0.62557834
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,84,0.6368567
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,88,0.64697903
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,92,0.6561104
0,0.1460993398348565,0.1804640081067811,,weights(8)(4)_4.npy,em4,4,96,0.66439277
