,vloss,tloss,EM_dist,file,train_type,mq,data_idx
0,0.05643387138775713,0.046054318542329234,0.5281676,weights(8)(7)_3.npy,em4,7,0
0,0.05643387138775713,0.046054318542329234,0.4684424,weights(8)(7)_3.npy,em4,7,4
0,0.05643387138775713,0.046054318542329234,0.42731714,weights(8)(7)_3.npy,em4,7,8
0,0.05643387138775713,0.046054318542329234,0.38000152,weights(8)(7)_3.npy,em4,7,12
0,0.05643387138775713,0.046054318542329234,0.32549644,weights(8)(7)_3.npy,em4,7,16
0,0.05643387138775713,0.046054318542329234,0.26253065,weights(8)(7)_3.npy,em4,7,20
0,0.05643387138775713,0.046054318542329234,0.22447607,weights(8)(7)_3.npy,em4,7,24
0,0.05643387138775713,0.046054318542329234,0.17423216,weights(8)(7)_3.npy,em4,7,28
0,0.05643387138775713,0.046054318542329234,0.14011979,weights(8)(7)_3.npy,em4,7,32
0,0.05643387138775713,0.046054318542329234,0.13412517,weights(8)(7)_3.npy,em4,7,36
0,0.05643387138775713,0.046054318542329234,0.13487583,weights(8)(7)_3.npy,em4,7,40
0,0.05643387138775713,0.046054318542329234,0.13140872,weights(8)(7)_3.npy,em4,7,44
0,0.05643387138775713,0.046054318542329234,0.12628631,weights(8)(7)_3.npy,em4,7,48
0,0.05643387138775713,0.046054318542329234,0.124713734,weights(8)(7)_3.npy,em4,7,52
0,0.05643387138775713,0.046054318542329234,0.12197806,weights(8)(7)_3.npy,em4,7,56
0,0.05643387138775713,0.046054318542329234,0.1198037,weights(8)(7)_3.npy,em4,7,60
0,0.05643387138775713,0.046054318542329234,0.12244497,weights(8)(7)_3.npy,em4,7,64
0,0.05643387138775713,0.046054318542329234,0.1277138,weights(8)(7)_3.npy,em4,7,68
0,0.05643387138775713,0.046054318542329234,0.13545169,weights(8)(7)_3.npy,em4,7,72
0,0.05643387138775713,0.046054318542329234,0.14241591,weights(8)(7)_3.npy,em4,7,76
0,0.05643387138775713,0.046054318542329234,0.14871913,weights(8)(7)_3.npy,em4,7,80
0,0.05643387138775713,0.046054318542329234,0.15445267,weights(8)(7)_3.npy,em4,7,84
0,0.05643387138775713,0.046054318542329234,0.15969127,weights(8)(7)_3.npy,em4,7,88
0,0.05643387138775713,0.046054318542329234,0.16449708,weights(8)(7)_3.npy,em4,7,92
0,0.05643387138775713,0.046054318542329234,0.16892192,weights(8)(7)_3.npy,em4,7,96
