,vloss,tloss,EM_dist,file,train_type,mq,data_idx
0,0.5526129707445417,0.42550413809263415,4.5733967,weights(8)(3)_0.npy,em4,3,0
0,0.5526129707445417,0.42550413809263415,3.6307502,weights(8)(3)_0.npy,em4,3,4
0,0.5526129707445417,0.42550413809263415,3.5475328,weights(8)(3)_0.npy,em4,3,8
0,0.5526129707445417,0.42550413809263415,3.3999732,weights(8)(3)_0.npy,em4,3,12
0,0.5526129707445417,0.42550413809263415,3.1547987,weights(8)(3)_0.npy,em4,3,16
0,0.5526129707445417,0.42550413809263415,2.732435,weights(8)(3)_0.npy,em4,3,20
0,0.5526129707445417,0.42550413809263415,2.101708,weights(8)(3)_0.npy,em4,3,24
0,0.5526129707445417,0.42550413809263415,1.4604495,weights(8)(3)_0.npy,em4,3,28
0,0.5526129707445417,0.42550413809263415,1.007432,weights(8)(3)_0.npy,em4,3,32
0,0.5526129707445417,0.42550413809263415,0.8202292,weights(8)(3)_0.npy,em4,3,36
0,0.5526129707445417,0.42550413809263415,0.71743476,weights(8)(3)_0.npy,em4,3,40
0,0.5526129707445417,0.42550413809263415,0.6775013,weights(8)(3)_0.npy,em4,3,44
0,0.5526129707445417,0.42550413809263415,0.65464926,weights(8)(3)_0.npy,em4,3,48
0,0.5526129707445417,0.42550413809263415,0.6522511,weights(8)(3)_0.npy,em4,3,52
0,0.5526129707445417,0.42550413809263415,0.6595913,weights(8)(3)_0.npy,em4,3,56
0,0.5526129707445417,0.42550413809263415,0.67505956,weights(8)(3)_0.npy,em4,3,60
0,0.5526129707445417,0.42550413809263415,0.68870616,weights(8)(3)_0.npy,em4,3,64
0,0.5526129707445417,0.42550413809263415,0.70084405,weights(8)(3)_0.npy,em4,3,68
0,0.5526129707445417,0.42550413809263415,0.71171594,weights(8)(3)_0.npy,em4,3,72
0,0.5526129707445417,0.42550413809263415,0.7215133,weights(8)(3)_0.npy,em4,3,76
0,0.5526129707445417,0.42550413809263415,0.7303899,weights(8)(3)_0.npy,em4,3,80
0,0.5526129707445417,0.42550413809263415,0.7526971,weights(8)(3)_0.npy,em4,3,84
0,0.5526129707445417,0.42550413809263415,0.774354,weights(8)(3)_0.npy,em4,3,88
0,0.5526129707445417,0.42550413809263415,0.79409826,weights(8)(3)_0.npy,em4,3,92
0,0.5526129707445417,0.42550413809263415,0.8121754,weights(8)(3)_0.npy,em4,3,96
