,vloss,tloss,EM_dist,file,train_type,mq,data_idx
0,0.383681014486093,0.2893458398891238,2.1078072,weights(8)(4)_3.npy,em4,4,0
0,0.383681014486093,0.2893458398891238,3.0361335,weights(8)(4)_3.npy,em4,4,4
0,0.383681014486093,0.2893458398891238,2.8766744,weights(8)(4)_3.npy,em4,4,8
0,0.383681014486093,0.2893458398891238,2.6614761,weights(8)(4)_3.npy,em4,4,12
0,0.383681014486093,0.2893458398891238,2.365627,weights(8)(4)_3.npy,em4,4,16
0,0.383681014486093,0.2893458398891238,1.9602234,weights(8)(4)_3.npy,em4,4,20
0,0.383681014486093,0.2893458398891238,1.4789348,weights(8)(4)_3.npy,em4,4,24
0,0.383681014486093,0.2893458398891238,1.0689778,weights(8)(4)_3.npy,em4,4,28
0,0.383681014486093,0.2893458398891238,0.8006832,weights(8)(4)_3.npy,em4,4,32
0,0.383681014486093,0.2893458398891238,0.63288057,weights(8)(4)_3.npy,em4,4,36
0,0.383681014486093,0.2893458398891238,0.5207331,weights(8)(4)_3.npy,em4,4,40
0,0.383681014486093,0.2893458398891238,0.4710889,weights(8)(4)_3.npy,em4,4,44
0,0.383681014486093,0.2893458398891238,0.44226336,weights(8)(4)_3.npy,em4,4,48
0,0.383681014486093,0.2893458398891238,0.41733706,weights(8)(4)_3.npy,em4,4,52
0,0.383681014486093,0.2893458398891238,0.3955786,weights(8)(4)_3.npy,em4,4,56
0,0.383681014486093,0.2893458398891238,0.3845981,weights(8)(4)_3.npy,em4,4,60
0,0.383681014486093,0.2893458398891238,0.38811213,weights(8)(4)_3.npy,em4,4,64
0,0.383681014486093,0.2893458398891238,0.395055,weights(8)(4)_3.npy,em4,4,68
0,0.383681014486093,0.2893458398891238,0.40171245,weights(8)(4)_3.npy,em4,4,72
0,0.383681014486093,0.2893458398891238,0.4073729,weights(8)(4)_3.npy,em4,4,76
0,0.383681014486093,0.2893458398891238,0.41223127,weights(8)(4)_3.npy,em4,4,80
0,0.383681014486093,0.2893458398891238,0.41643614,weights(8)(4)_3.npy,em4,4,84
0,0.383681014486093,0.2893458398891238,0.4201022,weights(8)(4)_3.npy,em4,4,88
0,0.383681014486093,0.2893458398891238,0.4319828,weights(8)(4)_3.npy,em4,4,92
0,0.383681014486093,0.2893458398891238,0.44613272,weights(8)(4)_3.npy,em4,4,96
