,vloss,tloss,EM_dist,file,train_type,mq,data_idx
0,0.5273237907598508,0.5305744712728349,5.9722137,weights(8)(1)_1.npy,em4,1,0
0,0.5273237907598508,0.5305744712728349,0.793677,weights(8)(1)_1.npy,em4,1,4
0,0.5273237907598508,0.5305744712728349,0.71836144,weights(8)(1)_1.npy,em4,1,8
0,0.5273237907598508,0.5305744712728349,0.6312012,weights(8)(1)_1.npy,em4,1,12
0,0.5273237907598508,0.5305744712728349,0.529767,weights(8)(1)_1.npy,em4,1,16
0,0.5273237907598508,0.5305744712728349,0.41145396,weights(8)(1)_1.npy,em4,1,20
0,0.5273237907598508,0.5305744712728349,0.37528208,weights(8)(1)_1.npy,em4,1,24
0,0.5273237907598508,0.5305744712728349,0.40482754,weights(8)(1)_1.npy,em4,1,28
0,0.5273237907598508,0.5305744712728349,0.44381925,weights(8)(1)_1.npy,em4,1,32
0,0.5273237907598508,0.5305744712728349,0.46057138,weights(8)(1)_1.npy,em4,1,36
0,0.5273237907598508,0.5305744712728349,0.46692657,weights(8)(1)_1.npy,em4,1,40
0,0.5273237907598508,0.5305744712728349,0.46861663,weights(8)(1)_1.npy,em4,1,44
0,0.5273237907598508,0.5305744712728349,0.46817815,weights(8)(1)_1.npy,em4,1,48
0,0.5273237907598508,0.5305744712728349,0.46676365,weights(8)(1)_1.npy,em4,1,52
0,0.5273237907598508,0.5305744712728349,0.4649221,weights(8)(1)_1.npy,em4,1,56
0,0.5273237907598508,0.5305744712728349,0.4629255,weights(8)(1)_1.npy,em4,1,60
0,0.5273237907598508,0.5305744712728349,0.46091163,weights(8)(1)_1.npy,em4,1,64
0,0.5273237907598508,0.5305744712728349,0.4589504,weights(8)(1)_1.npy,em4,1,68
0,0.5273237907598508,0.5305744712728349,0.45707577,weights(8)(1)_1.npy,em4,1,72
0,0.5273237907598508,0.5305744712728349,0.4553025,weights(8)(1)_1.npy,em4,1,76
0,0.5273237907598508,0.5305744712728349,0.4536349,weights(8)(1)_1.npy,em4,1,80
0,0.5273237907598508,0.5305744712728349,0.4520715,weights(8)(1)_1.npy,em4,1,84
0,0.5273237907598508,0.5305744712728349,0.45060807,weights(8)(1)_1.npy,em4,1,88
0,0.5273237907598508,0.5305744712728349,0.4504739,weights(8)(1)_1.npy,em4,1,92
0,0.5273237907598508,0.5305744712728349,0.45204455,weights(8)(1)_1.npy,em4,1,96
