,vloss,tloss,EM_dist,file,train_type,mq,data_idx
0,0.21687511034781468,0.34814261183919293,2.484294,weights(8)(4)_2.npy,em4,4,0
0,0.21687511034781468,0.34814261183919293,2.1351502,weights(8)(4)_2.npy,em4,4,4
0,0.21687511034781468,0.34814261183919293,2.0247545,weights(8)(4)_2.npy,em4,4,8
0,0.21687511034781468,0.34814261183919293,1.8805618,weights(8)(4)_2.npy,em4,4,12
0,0.21687511034781468,0.34814261183919293,1.6903569,weights(8)(4)_2.npy,em4,4,16
0,0.21687511034781468,0.34814261183919293,1.4528439,weights(8)(4)_2.npy,em4,4,20
0,0.21687511034781468,0.34814261183919293,1.158802,weights(8)(4)_2.npy,em4,4,24
0,0.21687511034781468,0.34814261183919293,0.8541682,weights(8)(4)_2.npy,em4,4,28
0,0.21687511034781468,0.34814261183919293,0.7165664,weights(8)(4)_2.npy,em4,4,32
0,0.21687511034781468,0.34814261183919293,0.62134504,weights(8)(4)_2.npy,em4,4,36
0,0.21687511034781468,0.34814261183919293,0.5483015,weights(8)(4)_2.npy,em4,4,40
0,0.21687511034781468,0.34814261183919293,0.48999006,weights(8)(4)_2.npy,em4,4,44
0,0.21687511034781468,0.34814261183919293,0.47292194,weights(8)(4)_2.npy,em4,4,48
0,0.21687511034781468,0.34814261183919293,0.46357903,weights(8)(4)_2.npy,em4,4,52
0,0.21687511034781468,0.34814261183919293,0.46357918,weights(8)(4)_2.npy,em4,4,56
0,0.21687511034781468,0.34814261183919293,0.47169092,weights(8)(4)_2.npy,em4,4,60
0,0.21687511034781468,0.34814261183919293,0.4806899,weights(8)(4)_2.npy,em4,4,64
0,0.21687511034781468,0.34814261183919293,0.48866138,weights(8)(4)_2.npy,em4,4,68
0,0.21687511034781468,0.34814261183919293,0.49577925,weights(8)(4)_2.npy,em4,4,72
0,0.21687511034781468,0.34814261183919293,0.50217825,weights(8)(4)_2.npy,em4,4,76
0,0.21687511034781468,0.34814261183919293,0.50796473,weights(8)(4)_2.npy,em4,4,80
0,0.21687511034781468,0.34814261183919293,0.5132245,weights(8)(4)_2.npy,em4,4,84
0,0.21687511034781468,0.34814261183919293,0.51802754,weights(8)(4)_2.npy,em4,4,88
0,0.21687511034781468,0.34814261183919293,0.5224317,weights(8)(4)_2.npy,em4,4,92
0,0.21687511034781468,0.34814261183919293,0.5264852,weights(8)(4)_2.npy,em4,4,96
