,vloss,tloss,fidelity,file,train_type,mq,data_idx
0,0.529493438593616,0.6580229449069324,0.08246520189792964,weights(8)(2)_2.npy,em,2,0
0,0.529493438593616,0.6580229449069324,0.05782974099806029,weights(8)(2)_2.npy,em,2,4
0,0.529493438593616,0.6580229449069324,0.0776989030128885,weights(8)(2)_2.npy,em,2,8
0,0.529493438593616,0.6580229449069324,0.11111324395639452,weights(8)(2)_2.npy,em,2,12
0,0.529493438593616,0.6580229449069324,0.17420498224375888,weights(8)(2)_2.npy,em,2,16
0,0.529493438593616,0.6580229449069324,0.29633019415220335,weights(8)(2)_2.npy,em,2,20
0,0.529493438593616,0.6580229449069324,0.4841046360411254,weights(8)(2)_2.npy,em,2,24
0,0.529493438593616,0.6580229449069324,0.6605352775921732,weights(8)(2)_2.npy,em,2,28
0,0.529493438593616,0.6580229449069324,0.7673228722153488,weights(8)(2)_2.npy,em,2,32
0,0.529493438593616,0.6580229449069324,0.8207874628168131,weights(8)(2)_2.npy,em,2,36
0,0.529493438593616,0.6580229449069324,0.8464777687745464,weights(8)(2)_2.npy,em,2,40
0,0.529493438593616,0.6580229449069324,0.8585011380054588,weights(8)(2)_2.npy,em,2,44
0,0.529493438593616,0.6580229449069324,0.8635561455170576,weights(8)(2)_2.npy,em,2,48
0,0.529493438593616,0.6580229449069324,0.864887045135646,weights(8)(2)_2.npy,em,2,52
0,0.529493438593616,0.6580229449069324,0.864157895304757,weights(8)(2)_2.npy,em,2,56
0,0.529493438593616,0.6580229449069324,0.8622721237743399,weights(8)(2)_2.npy,em,2,60
0,0.529493438593616,0.6580229449069324,0.8597440990217161,weights(8)(2)_2.npy,em,2,64
0,0.529493438593616,0.6580229449069324,0.8568770873453719,weights(8)(2)_2.npy,em,2,68
0,0.529493438593616,0.6580229449069324,0.853854054260535,weights(8)(2)_2.npy,em,2,72
0,0.529493438593616,0.6580229449069324,0.8507875620628204,weights(8)(2)_2.npy,em,2,76
0,0.529493438593616,0.6580229449069324,0.8477465553919209,weights(8)(2)_2.npy,em,2,80
0,0.529493438593616,0.6580229449069324,0.8447730130814309,weights(8)(2)_2.npy,em,2,84
0,0.529493438593616,0.6580229449069324,0.8418917620618417,weights(8)(2)_2.npy,em,2,88
0,0.529493438593616,0.6580229449069324,0.8391168197520413,weights(8)(2)_2.npy,em,2,92
0,0.529493438593616,0.6580229449069324,0.8364546411152403,weights(8)(2)_2.npy,em,2,96
