,vloss,tloss,fidelity,file,train_type,mq,data_idx
0,0.4862634378350699,0.4846278623772065,0.14181852695284683,weights(8)(4)_0.npy,em,4,0
0,0.4862634378350699,0.4846278623772065,0.18973988022354768,weights(8)(4)_0.npy,em,4,8
0,0.4862634378350699,0.4846278623772065,0.2652763849509579,weights(8)(4)_0.npy,em,4,16
0,0.4862634378350699,0.4846278623772065,0.5156200117181551,weights(8)(4)_0.npy,em,4,24
0,0.4862634378350699,0.4846278623772065,0.765887321181214,weights(8)(4)_0.npy,em,4,32
0,0.4862634378350699,0.4846278623772065,0.8545922855776497,weights(8)(4)_0.npy,em,4,40
0,0.4862634378350699,0.4846278623772065,0.8855783029858967,weights(8)(4)_0.npy,em,4,48
0,0.4862634378350699,0.4846278623772065,0.8975233815810708,weights(8)(4)_0.npy,em,4,56
0,0.4862634378350699,0.4846278623772065,0.9018006619856453,weights(8)(4)_0.npy,em,4,64
0,0.4862634378350699,0.4846278623772065,0.9025936133627296,weights(8)(4)_0.npy,em,4,72
0,0.4862634378350699,0.4846278623772065,0.9017128323667827,weights(8)(4)_0.npy,em,4,80
0,0.4862634378350699,0.4846278623772065,0.9000243438597305,weights(8)(4)_0.npy,em,4,88
0,0.4862634378350699,0.4846278623772065,0.8979682532011758,weights(8)(4)_0.npy,em,4,96
