,vloss,tloss,fidelity,file,train_type,mq,data_idx
0,0.6114284836225439,0.32861426261987636,0.20628828294890134,weights(8)(5)_1.npy,em,5,0
0,0.6114284836225439,0.32861426261987636,0.19809793832811554,weights(8)(5)_1.npy,em,5,8
0,0.6114284836225439,0.32861426261987636,0.31004190768815426,weights(8)(5)_1.npy,em,5,16
0,0.6114284836225439,0.32861426261987636,0.5848478381786598,weights(8)(5)_1.npy,em,5,24
0,0.6114284836225439,0.32861426261987636,0.8234024594644138,weights(8)(5)_1.npy,em,5,32
0,0.6114284836225439,0.32861426261987636,0.8977655277965889,weights(8)(5)_1.npy,em,5,40
0,0.6114284836225439,0.32861426261987636,0.9186729948262983,weights(8)(5)_1.npy,em,5,48
0,0.6114284836225439,0.32861426261987636,0.9236176584330306,weights(8)(5)_1.npy,em,5,56
0,0.6114284836225439,0.32861426261987636,0.9229107445204375,weights(8)(5)_1.npy,em,5,64
0,0.6114284836225439,0.32861426261987636,0.9200504684284491,weights(8)(5)_1.npy,em,5,72
0,0.6114284836225439,0.32861426261987636,0.9164177026599968,weights(8)(5)_1.npy,em,5,80
0,0.6114284836225439,0.32861426261987636,0.9126044672986193,weights(8)(5)_1.npy,em,5,88
0,0.6114284836225439,0.32861426261987636,0.908872050890523,weights(8)(5)_1.npy,em,5,96
