,vloss,tloss,fidelity,file,train_type,mq,data_idx
0,0.5482961314043229,0.8691311347238386,0.07083953007500209,weights(8)(1)_0.npy,em,1,0
0,0.5482961314043229,0.8691311347238386,0.026466417582273596,weights(8)(1)_0.npy,em,1,4
0,0.5482961314043229,0.8691311347238386,0.04152256064443014,weights(8)(1)_0.npy,em,1,8
0,0.5482961314043229,0.8691311347238386,0.06887471140850121,weights(8)(1)_0.npy,em,1,12
0,0.5482961314043229,0.8691311347238386,0.12365457551255205,weights(8)(1)_0.npy,em,1,16
0,0.5482961314043229,0.8691311347238386,0.23636051286942397,weights(8)(1)_0.npy,em,1,20
0,0.5482961314043229,0.8691311347238386,0.4224758399778852,weights(8)(1)_0.npy,em,1,24
0,0.5482961314043229,0.8691311347238386,0.611671919396568,weights(8)(1)_0.npy,em,1,28
0,0.5482961314043229,0.8691311347238386,0.7361154705021525,weights(8)(1)_0.npy,em,1,32
0,0.5482961314043229,0.8691311347238386,0.8041665838275774,weights(8)(1)_0.npy,em,1,36
0,0.5482961314043229,0.8691311347238386,0.8403633591109648,weights(8)(1)_0.npy,em,1,40
0,0.5482961314043229,0.8691311347238386,0.8598100081920343,weights(8)(1)_0.npy,em,1,44
0,0.5482961314043229,0.8691311347238386,0.8701896959571384,weights(8)(1)_0.npy,em,1,48
0,0.5482961314043229,0.8691311347238386,0.8754303874970505,weights(8)(1)_0.npy,em,1,52
0,0.5482961314043229,0.8691311347238386,0.8776405741534966,weights(8)(1)_0.npy,em,1,56
0,0.5482961314043229,0.8691311347238386,0.8780131392666543,weights(8)(1)_0.npy,em,1,60
0,0.5482961314043229,0.8691311347238386,0.877253739118978,weights(8)(1)_0.npy,em,1,64
0,0.5482961314043229,0.8691311347238386,0.8757951667282677,weights(8)(1)_0.npy,em,1,68
0,0.5482961314043229,0.8691311347238386,0.8739111697929989,weights(8)(1)_0.npy,em,1,72
0,0.5482961314043229,0.8691311347238386,0.8717775808295819,weights(8)(1)_0.npy,em,1,76
0,0.5482961314043229,0.8691311347238386,0.8695098065147389,weights(8)(1)_0.npy,em,1,80
0,0.5482961314043229,0.8691311347238386,0.8671841351568249,weights(8)(1)_0.npy,em,1,84
0,0.5482961314043229,0.8691311347238386,0.8648507130559269,weights(8)(1)_0.npy,em,1,88
0,0.5482961314043229,0.8691311347238386,0.8625429104011084,weights(8)(1)_0.npy,em,1,92
0,0.5482961314043229,0.8691311347238386,0.8602823711835628,weights(8)(1)_0.npy,em,1,96
