,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,0,0.24103145
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,4,0.21160974
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,8,0.14947198
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,12,0.15092374
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,16,0.16926277
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,20,0.17310491
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,24,0.18980582
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,28,0.1991921
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,32,0.1927828
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,36,0.1815708
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,40,0.1697624
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,44,0.15848947
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,48,0.14818825
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,52,0.13891807
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,56,0.13083692
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,60,0.12548384
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,64,0.12032005
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,68,0.11541676
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,72,0.1108006
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,76,0.10647472
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,80,0.10243037
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,84,0.09883872
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,88,0.09621704
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,92,0.09380189
0,0.008136718318180074,0.010512011498376597,,weights(8)(7)_1.npy,em,7,96,0.09157154
