,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,0,2.9989536
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,4,2.8161652
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,8,2.623455
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,12,2.3802722
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,16,2.0744026
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,20,1.6790538
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,24,1.2428435
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,28,0.8958799
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,32,0.67592734
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,36,0.53424895
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,40,0.44699407
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,44,0.42990506
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,48,0.43622553
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,52,0.44456628
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,56,0.45129344
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,60,0.4566944
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,64,0.46107304
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,68,0.46465588
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,72,0.46760756
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,76,0.4700547
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,80,0.47209498
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,84,0.47380465
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,88,0.47524348
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,92,0.47645864
0,0.1819585826884783,0.19665194080048082,,weights(8)(5)_3.npy,em,5,96,0.47748828
