,vloss,tloss,fidelity,file,train_type,mq,data_idx,EM_dist
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,0,1.8199388
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,4,3.1744003
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,8,2.9746954
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,12,2.8383267
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,16,2.6752653
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,20,2.3834262
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,24,1.9204974
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,28,1.473032
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,32,1.1549853
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,36,0.9666768
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,40,0.859675
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,44,0.7821535
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,48,0.7196847
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,52,0.6800703
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,56,0.64706993
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,60,0.6189789
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,64,0.59475106
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,68,0.57421386
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,72,0.5674322
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,76,0.56670856
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,80,0.566142
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,84,0.5656919
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,88,0.5653297
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,92,0.5650343
0,0.2724552457771307,0.26188110594747493,,weights(8)(3)_0.npy,em,3,96,0.5647908
