,vloss,tloss,fidelity,file,train_type,mq,data_idx
0,0.34822959233654105,0.26355078635676754,0.37588740438068297,weights(8)(4)_0.npy,fi,4,0
0,0.34822959233654105,0.26355078635676754,0.4238168137594161,weights(8)(4)_0.npy,fi,4,4
0,0.34822959233654105,0.26355078635676754,0.4920411128026786,weights(8)(4)_0.npy,fi,4,8
0,0.34822959233654105,0.26355078635676754,0.5604011308002056,weights(8)(4)_0.npy,fi,4,12
0,0.34822959233654105,0.26355078635676754,0.630439700729177,weights(8)(4)_0.npy,fi,4,16
0,0.34822959233654105,0.26355078635676754,0.705278216978618,weights(8)(4)_0.npy,fi,4,20
0,0.34822959233654105,0.26355078635676754,0.7821111598636907,weights(8)(4)_0.npy,fi,4,24
0,0.34822959233654105,0.26355078635676754,0.8466117352188786,weights(8)(4)_0.npy,fi,4,28
0,0.34822959233654105,0.26355078635676754,0.8892288946070737,weights(8)(4)_0.npy,fi,4,32
0,0.34822959233654105,0.26355078635676754,0.9144538227634931,weights(8)(4)_0.npy,fi,4,36
0,0.34822959233654105,0.26355078635676754,0.9292354793007522,weights(8)(4)_0.npy,fi,4,40
0,0.34822959233654105,0.26355078635676754,0.9379779482708077,weights(8)(4)_0.npy,fi,4,44
0,0.34822959233654105,0.26355078635676754,0.9431029889774496,weights(8)(4)_0.npy,fi,4,48
0,0.34822959233654105,0.26355078635676754,0.9459683218146181,weights(8)(4)_0.npy,fi,4,52
0,0.34822959233654105,0.26355078635676754,0.947376203420605,weights(8)(4)_0.npy,fi,4,56
0,0.34822959233654105,0.26355078635676754,0.9478231767176746,weights(8)(4)_0.npy,fi,4,60
0,0.34822959233654105,0.26355078635676754,0.947629218968333,weights(8)(4)_0.npy,fi,4,64
0,0.34822959233654105,0.26355078635676754,0.9470057632480748,weights(8)(4)_0.npy,fi,4,68
0,0.34822959233654105,0.26355078635676754,0.946096566928472,weights(8)(4)_0.npy,fi,4,72
0,0.34822959233654105,0.26355078635676754,0.9449998244044502,weights(8)(4)_0.npy,fi,4,76
0,0.34822959233654105,0.26355078635676754,0.9437843245584389,weights(8)(4)_0.npy,fi,4,80
0,0.34822959233654105,0.26355078635676754,0.94249830575135,weights(8)(4)_0.npy,fi,4,84
0,0.34822959233654105,0.26355078635676754,0.9411755971742732,weights(8)(4)_0.npy,fi,4,88
0,0.34822959233654105,0.26355078635676754,0.9398404595073818,weights(8)(4)_0.npy,fi,4,92
0,0.34822959233654105,0.26355078635676754,0.9385096761160296,weights(8)(4)_0.npy,fi,4,96
